,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
64,2022-07-25 21:57:00,7/25/2022 22:04,IP Address,100,442,True,7/25/2022 22:04,R_2fHjFXmXWDbVySQ,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Once a week,,arm1_control,62910dbf5ea93362588205bb,62910dbf5ea93362588205bb,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:04,7/25/2022 22:06,IP Address,100,126,True,7/25/2022 22:06,R_22LXc4qdC4jtPXI,,,,,anonymous,EN,"Not employed, looking for work","$100,000 - $149,999",Asian American or Asian,Bachelor degree,33.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,,,,Real,,,True,False,7/25/2022 22:19,7/25/2022 22:21,IP Address,100.0,93.0,True,7/25/2022 22:21,R_ewFJRLdXuXWMMoN,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Often,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,4,4,3.0,0.0,Test Results are Incomplete,False,,24,False
57,2022-07-25 21:57:00,7/25/2022 22:01,IP Address,100,272,True,7/25/2022 22:01,R_2fdkJbJeH9JlsNd,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Some,Frustrated,Most of the time,Government should do more to solve problems.,Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A few times a year,,arm1_control,6119efd15a0a464b68fd0c6e,6119efd15a0a464b68fd0c6e,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:01,7/25/2022 22:02,IP Address,100,75,True,7/25/2022 22:02,R_10UVk132tz7J6FA,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",37.0,Female,True,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/25/2022 22:05,7/25/2022 22:07,IP Address,100.0,126.0,True,7/25/2022 22:07,R_55dVRFXRwUYpyHn,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,4,4.0,0.0,Keep,False,False,24,False
59,2022-07-25 21:57:00,7/25/2022 22:02,IP Address,100,282,True,7/25/2022 22:02,R_2CHzMxWttqvdGbI,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1920x1080,Some,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Once a month,,arm1_control,62a2832342dd3f99e7cd6822,62a2832342dd3f99e7cd6822,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:02,7/25/2022 22:04,IP Address,100,153,True,7/25/2022 22:04,R_2ARMoXX0JBUf51F,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,39.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:09,7/25/2022 22:10,IP Address,100.0,90.0,True,7/25/2022 22:10,R_3kuZC3pTcIPAZdO,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",Yes,200,Yes,No,Hardly ever,Often,Often,"Yes, use the responses.",True,1,True,True,True,3,4,3.0,0.0,Keep,False,False,24,False
65,2022-07-25 21:59:00,7/25/2022 22:04,IP Address,100,295,True,7/25/2022 22:04,R_u33YYn2GS5sF6RX,,,,,anonymous,EN,,Yes,,Chrome,101.0.0.0,Macintosh,1440x900,Very little,Angry,Never,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Once a month,,arm4_interactive,611495adce8e62c7c58a75a7,611495adce8e62c7c58a75a7,4,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,Details,Real,,Details,True,True,7/25/2022 22:08,7/25/2022 22:08,IP Address,100,34,True,7/25/2022 22:08,R_27UtdYkuVN25ZAc,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,43.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,Details,Real,,,Real,,,True,True,7/25/2022 22:12,7/25/2022 22:13,IP Address,100.0,59.0,True,7/25/2022 22:13,R_vNy3jzdgogKpGw1,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Not Sure,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,1,1.0,0.0,Keep,False,False,24,False
56,2022-07-25 21:59:00,7/25/2022 22:01,IP Address,100,131,True,7/25/2022 22:01,R_PSQGbt9DahfBh2p,,,,,anonymous,EN,,Yes,,Chrome,102.0.5005.167,Linux x86_64,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5b5b715192d8320001510a11,5b5b715192d8320001510a11,0,0,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:02,7/25/2022 22:02,IP Address,100,22,True,7/25/2022 22:02,R_z7h8J5ptsxJ2jBv,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,47.0,Male,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/25/2022 22:03,7/25/2022 22:04,IP Address,100.0,28.0,True,7/25/2022 22:04,R_24VrnMbGzkTW76h,,,,,anonymous,EN,,,,,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,False,False,0,0,0.0,0.0,Keep,False,False,24,False
60,2022-07-25 21:59:00,7/25/2022 22:02,IP Address,100,183,True,7/25/2022 22:02,R_3hF4or9RDFx9hUB,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1366x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a year,,arm1_control,5e850b40c66acc0f4b1418a4,5e850b40c66acc0f4b1418a4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:02,7/25/2022 22:03,IP Address,100,69,True,7/25/2022 22:03,R_3k54Qkc75gZpZOx,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,39.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,,,,Scam,,,True,False,7/25/2022 22:07,7/25/2022 22:08,IP Address,100.0,64.0,True,7/25/2022 22:08,R_XNcag9fvLHOibkd,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,1,3,2.0,0.0,Test Results are Incomplete,False,,24,False
58,2022-07-25 22:00:00,7/25/2022 22:02,IP Address,100,116,True,7/25/2022 22:02,R_A4ZTYWZXBfpWdb3,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.71,Windows NT 10.0,1280x720,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Once a month,,arm1_control,5bec5b873ffbad0001e8b968,5bec5b873ffbad0001e8b968,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:02,7/25/2022 22:02,IP Address,100,49,True,7/25/2022 22:02,R_24BIRl4iZlgIhPj,,,,,anonymous,EN,"Disabled, not able to work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,57.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Scam,,Details,Scam,,,Real,,,True,True,7/25/2022 22:06,7/25/2022 22:07,IP Address,100.0,55.0,True,7/25/2022 22:07,R_DiMuhDx9Xjpz6NP,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,0,2,1.0,0.0,Too Fast,False,,24,False
69,2022-07-25 22:00:00,7/25/2022 22:05,IP Address,100,266,True,7/25/2022 22:05,R_1JUFO5w5QLs0UNl,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.99.0,1366x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Once a month,,arm1_control,5fd244cf39e5f7082808979c,5fd244cf39e5f7082808979c,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:05,7/25/2022 22:06,IP Address,100,59,True,7/25/2022 22:06,R_3s7Hy6Ke27q5QZP,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,46.0,Female,True,Scam,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:10,7/25/2022 22:11,IP Address,100.0,76.0,True,7/25/2022 22:11,R_3MSPRRuRuPT1yJE,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,Yes,Some of the time,Often,Often,"Yes, use the responses.",True,1,True,True,False,3,3,2.0,0.0,Keep,False,False,24,False
78,2022-07-25 22:00:00,7/25/2022 22:12,IP Address,100,728,True,7/25/2022 22:12,R_V243G53C7wpnQgV,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x667,Very little,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,,arm4_interactive,6121e36192d8fd0203910a30,6121e36192d8fd0203910a30,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,Details,Scam,,Details,True,True,7/25/2022 22:29,7/25/2022 22:30,IP Address,100,89,True,7/25/2022 22:30,R_3dLjwWv0wNnHMWc,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999","White or Caucasian (Non-Hispanic),Hispanic","High school degree or equivalent (e.g., GED)",18.0,Female,True,Scam,,,Scam,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,,,,,Real,,,True,False,7/25/2022 22:35,7/25/2022 22:38,IP Address,100.0,189.0,True,7/25/2022 22:38,R_31zQ34zPToLYuHG,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,4,4.0,0.0,Test Results are Incomplete,False,,24,False
68,2022-07-25 22:00:00,7/25/2022 22:05,IP Address,100,251,True,7/25/2022 22:05,R_1dajnxNpaDAzeql,,,,,anonymous,EN,,Yes,,Chrome,105.0.0.0,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,615f308f53b6cf616529f505,615f308f53b6cf616529f505,3,0,Real,,,Real,Click,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/25/2022 22:10,7/25/2022 22:11,IP Address,100,49,True,7/25/2022 22:11,R_3ltpFJAe0Ull99o,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",Hispanic,Some college but no degree,19.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:18,7/25/2022 22:19,IP Address,100.0,64.0,True,7/25/2022 22:19,R_1gbh5Czem893bMt,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,2,2,2.0,0.0,Keep,False,False,24,False
63,2022-07-25 22:01:00,7/25/2022 22:04,IP Address,100,205,True,7/25/2022 22:04,R_3G6UrtDmaZ4pmD1,,,,,anonymous,EN,,Yes,,Chrome,91.0.4472.101,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Once a week,,arm4_interactive,5efe29d315ba872fa20a9c3d,5efe29d315ba872fa20a9c3d,3,0,Real,,Details,Real,Click,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/25/2022 22:07,7/25/2022 22:08,IP Address,100,34,True,7/25/2022 22:08,R_sSc9H34FpWWZ5G9,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,26.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/25/2022 22:09,7/25/2022 22:10,IP Address,100.0,42.0,True,7/25/2022 22:10,R_1dLkGGNJMtywwS2,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,1,0.0,0.0,Keep,False,False,24,False
71,2022-07-25 22:02:00,7/25/2022 22:06,IP Address,100,256,True,7/25/2022 22:06,R_bsDI5bnhIvEo705,,,,,anonymous,EN,,Yes,,Safari,15.6,Macintosh,834x1112,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Strongly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5cfafa8c2bcca70017252f6b,5cfafa8c2bcca70017252f6b,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,Details,True,True,7/25/2022 22:10,7/25/2022 22:11,IP Address,100,48,True,7/25/2022 22:11,R_22XmasOL4LR4cbu,,,,,anonymous,EN,Retired,"$60,000 - $79,999",Hispanic,Graduate or professional degree,57.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,,,,Scam,,,True,False,7/25/2022 22:13,7/25/2022 22:14,IP Address,100.0,69.0,True,7/25/2022 22:14,R_1N8mUSaJb3JpHHB,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,3,2,2.0,0.0,Test Results are Incomplete,False,,24,False
73,2022-07-25 22:02:00,7/25/2022 22:07,IP Address,100,260,True,7/25/2022 22:07,R_1r1R7fbYTsDXtOl,,,,,anonymous,EN,,Yes,,Firefox,102,Linux x86_64,1920x1080,None at all,Basically content,Never,Government should do more to solve problems.,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,A few times a year,,arm4_interactive,58d9a79c33fef3000118abdf,58d9a79c33fef3000118abdf,3,0,Real,,,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,Real,,Details,Real,,Details,True,True,7/25/2022 22:12,7/25/2022 22:12,IP Address,100,22,True,7/25/2022 22:12,R_2BkCORyvk7LBZkE,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",,"High school degree or equivalent (e.g., GED)",33.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,,,,Scam,,,True,False,7/25/2022 22:13,7/25/2022 22:14,IP Address,100.0,55.0,True,7/25/2022 22:14,R_A0TnvKbA8leC41z,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,0,1.0,0.0,Test Results are Incomplete,False,,24,False
75,2022-07-25 22:02:00,7/25/2022 22:09,IP Address,100,409,True,7/25/2022 22:09,R_2EjdNk89rJgzDRN,,,,,anonymous,EN,,Yes,,Safari iPhone,15.4,iPhone,390x844,Very little,Frustrated,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,A few times a year,,arm4_interactive,612c5e81151ee48620a1957c,612c5e81151ee48620a1957c,0,0,Scam,,,Real,Click,,Both,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:13,7/25/2022 22:15,IP Address,100,113,True,7/25/2022 22:15,R_3lyqJGg8EcjJUXI,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999","Native American, Native Hawaiian or Pacific Islander",Some high school,23.0,Female,True,Both,,,Both,,,Both,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,,,,Real,,,True,False,7/25/2022 22:22,7/25/2022 22:24,IP Address,100.0,142.0,True,7/25/2022 22:24,R_26hdQ4GMROZsi2c,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,Yes,1300,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,True,4,4,4.0,0.0,Test Results are Incomplete,False,,24,False
76,2022-07-25 22:02:00,7/25/2022 22:09,IP Address,100,409,True,7/25/2022 22:09,R_2EjdNk89rJgzDRN,,,,,anonymous,EN,,Yes,,Safari iPhone,15.4,iPhone,390x844,Very little,Frustrated,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,A few times a year,,arm4_interactive,612c5e81151ee48620a1957c,612c5e81151ee48620a1957c,0,0,Scam,,,Real,Click,,Both,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:20,7/25/2022 22:21,IP Address,100,44,True,7/25/2022 22:21,R_3iwKVKcy2bFp1OP,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999","Native American, Native Hawaiian or Pacific Islander","High school degree or equivalent (e.g., GED)",23.0,Female,True,Both,,,Both,,,Both,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,,,,Real,,,True,False,7/25/2022 22:22,7/25/2022 22:24,IP Address,100.0,142.0,True,7/25/2022 22:24,R_26hdQ4GMROZsi2c,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,Yes,1300,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,True,4,2,4.0,0.0,Test Results are Incomplete,False,,24,False
66,2022-07-25 22:03:00,7/25/2022 22:04,IP Address,100,95,True,7/25/2022 22:04,R_1PSHKFgr1jHrwHG,,,,,anonymous,EN,,Yes,,Chrome,103.0.5060.134,Windows NT 10.0,2560x1440,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm1_control,5e8e4117769c330c1ef1f6db,5e8e4117769c330c1ef1f6db,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 22:04,7/25/2022 22:05,IP Address,100,44,True,7/25/2022 22:05,R_25upAH3krlNP5yG,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999","White or Caucasian (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander",Bachelor degree,36.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Real,,,True,True,7/25/2022 22:08,7/25/2022 22:09,IP Address,100.0,47.0,True,7/25/2022 22:09,R_2z5s9zPJBOmSpdu,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,2,0.0,0.0,Too Fast,False,,24,False
