,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
59,2022-07-24 20:10:00,7/24/2022 20:14,IP Address,100,251,True,7/24/2022 20:14,R_1QoA0HicodzviZO,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,A few times a week / Daily,,arm1_control,5e0f51826f6d3e66045b8feb,5e0f51826f6d3e66045b8feb,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:14,7/24/2022 20:16,IP Address,100,126,True,7/24/2022 20:16,R_325PdZKuPno6HvE,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",Hispanic,Graduate or professional degree,44.0,Female,True,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,,,,Scam,,,True,False,7/24/2022 20:17,7/24/2022 20:18,IP Address,100.0,30.0,True,7/24/2022 20:18,R_1KxJwYISR6PaYfg,,,,,anonymous,EN,Someone claiming to be from the company where you work (but wasn't),No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,4,0.0,0.0,Test Results are Incomplete,False,,24,False
56,2022-07-24 20:11:00,7/24/2022 20:13,IP Address,100,116,True,7/24/2022 20:13,R_1QhAJFEBeI7M0HE,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1280x800,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Once a week,,arm1_control,590eb4006d77630001d3a28a,590eb4006d77630001d3a28a,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:13,7/24/2022 20:13,IP Address,100,42,True,7/24/2022 20:13,R_3ozmzPvnkArMHob,,,,,anonymous,EN,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,26.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:18,7/24/2022 20:19,IP Address,100.0,46.0,True,7/24/2022 20:19,R_DCuLYZPI14eGD2p,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,2,0.0,0.0,Too Fast,False,,24,False
57,2022-07-24 20:11:00,7/24/2022 20:13,IP Address,100,107,True,7/24/2022 20:13,R_2fj7D2XPgQDk1d8,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1680x1050,None at all,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm1_control,60fcdad83c7ac37b85877164,60fcdad83c7ac37b85877164,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:13,7/24/2022 20:14,IP Address,100,33,True,7/24/2022 20:14,R_2chmrHLdfhGC7dn,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,20.0,Male,True,Real,Click,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:18,7/24/2022 20:19,IP Address,100.0,43.0,True,7/24/2022 20:19,R_1FFkX5T3Cv5V2a7,,,,,anonymous,EN,,,,,No,Hardly ever,Often,Often,"Yes, use the responses.",True,1,True,False,False,0,0,0.0,0.0,Too Fast,False,,24,False
61,2022-07-24 20:11:00,7/24/2022 20:17,IP Address,100,338,True,7/24/2022 20:17,R_a8X7rZS8RVZwM3n,,,,,anonymous,EN,,Yes,,Safari,15.5,Macintosh,768x1024,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A few times a week / Daily,,arm1_control,62d9e64afe933895691d1ca7,62d9e64afe933895691d1ca7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:17,7/24/2022 20:19,IP Address,100,99,True,7/24/2022 20:19,R_1dotOPjQGBBqtbw,,,,,anonymous,EN,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,67.0,Female,True,Real,,,Real,Click,Details,Real,,,Scam,Click,,Real,,Details,Scam,,,Real,,Details,Scam,,,,,,Scam,,,True,False,7/24/2022 20:30,7/24/2022 20:33,IP Address,100.0,135.0,True,7/24/2022 20:33,R_1DN2sbm8BXXBg13,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,Not Sure,No,Often,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,4,4.0,0.0,Test Results are Incomplete,False,,24,False
58,2022-07-24 20:12:00,7/24/2022 20:14,IP Address,100,129,True,7/24/2022 20:14,R_306JxbK64FMCBRp,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1920x1080,None at all,Angry,Never,Government should do more to solve problems.,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a year,,arm4_interactive,60220af9eeca542c5042d457,60220af9eeca542c5042d457,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,Scam,,Details,Real,,,True,True,7/24/2022 20:16,7/24/2022 20:17,IP Address,100,26,True,7/24/2022 20:17,R_5b4XUWXPPucatFL,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",28.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,,,,Real,,,True,False,7/24/2022 20:19,7/24/2022 20:20,IP Address,100.0,49.0,True,7/24/2022 20:20,R_pAdBr1UZdCnlJkJ,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,0,0,1.0,0.0,Test Results are Incomplete,False,,24,False
62,2022-07-24 20:12:00,7/24/2022 20:18,IP Address,100,348,True,7/24/2022 20:18,R_RwvmZRITXfQ5Q0V,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Disagree,Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a week,,arm4_interactive,5d1d0270601cd7000172942f,5d1d0270601cd7000172942f,3,0,Real,,,Real,Click,,Scam,,,Real,,,Real,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/24/2022 20:24,7/24/2022 20:24,IP Address,100,34,True,7/24/2022 20:24,R_AO4zVCXym0dauFr,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,26.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:32,7/24/2022 20:33,IP Address,100.0,53.0,True,7/24/2022 20:33,R_1IixILjneRRMVc6,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,1,1.0,0.0,Keep,False,False,24,False
60,2022-07-24 20:13:00,7/24/2022 20:16,IP Address,100,230,True,7/24/2022 20:16,R_bHLYauJbss3sBj3,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1418x798,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,A few times a year,,arm4_interactive,60bea43aa26919517334ed4a,60bea43aa26919517334ed4a,4,0,Real,,Details,Real,Click,,Scam,,Details,Real,,,Real,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/24/2022 20:22,7/24/2022 20:23,IP Address,100,54,True,7/24/2022 20:23,R_2Yzz3mSB6khaIyf,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",Asian American or Asian,Some college but no degree,20.0,Other,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/24/2022 20:29,7/24/2022 20:30,IP Address,100.0,86.0,True,7/24/2022 20:30,R_3Jab8qEXO47MAfS,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Often,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,3,3.0,0.0,Keep,False,False,24,False
63,2022-07-24 20:14:00,7/24/2022 20:19,IP Address,100,321,True,7/24/2022 20:19,R_1eXC7YvPhofzoOU,,,,,anonymous,EN,,Yes,,Safari iPhone,14.1.2,iPhone,320x568,Quite a lot,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,A few times a year,,arm4_interactive,62dc7d700473e39d938e9050,62dc7d700473e39d938e9050,3,0,Scam,,,Real,,,Scam,,Details,Real,Click,,Real,,,Real,,,Real,,Details,Scam,Click,Details,True,True,7/24/2022 20:28,7/24/2022 20:29,IP Address,100,66,True,7/24/2022 20:29,R_2PBwkJIod7murNO,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999","White or Caucasian (Non-Hispanic),Hispanic",Some college but no degree,54.0,Male,True,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,,,,Real,,,True,False,7/24/2022 20:32,7/24/2022 20:34,IP Address,100.0,106.0,True,7/24/2022 20:34,R_xsix8XMlUhkjTvr,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,False,False,4,3,4.0,0.0,Test Results are Incomplete,False,,24,False
64,2022-07-24 20:15:00,7/24/2022 20:20,IP Address,100,283,True,7/24/2022 20:20,R_vOVeoUH2iPR4a4h,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 10,412x846,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,A few times a week / Daily,,arm1_control,62ddd61a0d34cd54cc24da0e,62ddd61a0d34cd54cc24da0e,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:20,7/24/2022 20:21,IP Address,100,86,True,7/24/2022 20:21,R_3k7i3Ttw8BaXnMM,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",Hispanic,"High school degree or equivalent (e.g., GED)",45.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:26,7/24/2022 20:29,IP Address,100.0,140.0,True,7/24/2022 20:29,R_1Hcs2X5SINJb4kk,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,4,4.0,0.0,Keep,False,False,24,False
72,2022-07-24 20:17:00,7/24/2022 20:26,IP Address,100,554,True,7/24/2022 20:26,R_3oKCSvVcDEDoVDH,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x812,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A few times a year,,arm4_interactive,62a0294e78bac60d6f9c49df,62a0294e78bac60d6f9c49df,2,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/24/2022 20:30,7/24/2022 20:30,IP Address,100,33,True,7/24/2022 20:30,R_2EnOVfPsVxTmBkN,,,,,anonymous,EN,Retired,"$20,000 - $39,999","White or Caucasian (Non-Hispanic),Hispanic","High school degree or equivalent (e.g., GED)",65.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,,,,Scam,,,True,False,7/24/2022 20:31,7/24/2022 20:33,IP Address,100.0,100.0,True,7/24/2022 20:33,R_RE0MqzLfZeSpfjj,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,0,3.0,0.0,Test Results are Incomplete,False,,24,False
73,2022-07-24 20:18:00,7/24/2022 20:26,IP Address,100,523,True,7/24/2022 20:26,R_1NzGCmqysvTGW5f,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Once a week,,arm4_interactive,62ccc0f484e96e461e7bc3b9,62ccc0f484e96e461e7bc3b9,4,1,Real,,Details,Real,Click,,Real,,Details,Real,,,Real,,,Real,,,Scam,,Details,Real,,,True,True,7/24/2022 20:31,7/24/2022 20:31,IP Address,100,37,True,7/24/2022 20:31,R_2TFP0asvQ5cegwR,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,27.0,Male,True,Real,,,Real,,Details,Real,Click,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,Real,,,True,True,7/24/2022 20:35,7/24/2022 20:36,IP Address,100.0,72.0,True,7/24/2022 20:36,R_2qDTB5hjqlrl9x4,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,1,2.0,0.0,Keep,False,False,24,False
68,2022-07-24 20:18:00,7/24/2022 20:23,IP Address,100,298,True,7/24/2022 20:23,R_sdldzvFxu3MYgLv,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.62,Windows NT 10.0,2752x1152,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Agree,Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,A few times a week / Daily,,arm1_control,5edad5d3b940fe72e6c321ac,5edad5d3b940fe72e6c321ac,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:23,7/24/2022 20:29,IP Address,100,372,True,7/24/2022 20:29,R_3sitw4oexLZs4Si,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999","White or Caucasian (Non-Hispanic),Hispanic",Some college but no degree,26.0,Male,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:38,7/24/2022 20:42,IP Address,100.0,239.0,True,7/24/2022 20:42,R_2t44xUPIxQjMiKd,,,,,anonymous,EN,Other,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,4,4.0,0.0,Keep,False,False,24,False
67,2022-07-24 20:20:00,7/24/2022 20:22,IP Address,100,117,True,7/24/2022 20:22,R_1oioMNv6d8ZAGj9,,,,,anonymous,EN,,Yes,,Chrome,103.0.5060.114,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,A few times a week / Daily,,arm4_interactive,5be299deca095c0001ba3035,5be299deca095c0001ba3035,3,0,Real,,,Real,,,Real,,Details,Real,,,Real,,,Scam,,,Real,Click,Details,Scam,,Details,True,True,7/24/2022 20:24,7/24/2022 20:24,IP Address,100,23,True,7/24/2022 20:39,R_1HnnU8qoVhFspcv,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,25.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:26,7/24/2022 20:27,IP Address,100.0,48.0,True,7/24/2022 20:27,R_OoGpOa3D29MjKmJ,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,0,0.0,0.0,Too Fast,False,,24,False
69,2022-07-24 20:20:00,7/24/2022 20:24,IP Address,100,224,True,7/24/2022 20:24,R_1Egr6zUVsXLuf6W,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,None at all,Frustrated,Never,Government should do more to solve problems.,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm1_control,62d55884dab921b8f29f5da6,62d55884dab921b8f29f5da6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:24,7/24/2022 20:25,IP Address,100,55,True,7/24/2022 20:25,R_2c8yn0EF4Zfl7R0,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,51.0,Male,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/24/2022 20:29,7/24/2022 20:32,IP Address,100.0,155.0,True,7/24/2022 20:32,R_337NTvUR8J1yOTV,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,3,4.0,0.0,Keep,False,False,24,False
80,2022-07-24 20:21:00,7/24/2022 20:31,IP Address,100,569,True,7/24/2022 20:31,R_ZrvRcRmrvTpsAoh,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.62,Windows NT 10.0,1366x768,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a week / Daily,,arm4_interactive,62dc724a81d480ebbc0dcb43,62dc724a81d480ebbc0dcb43,4,1,Scam,,Details,Real,Click,,Scam,,Details,Real,,,Scam,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/24/2022 20:39,7/24/2022 20:41,IP Address,100,150,True,7/24/2022 20:41,R_wRbgUejTZJfuiBz,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,59.0,Male,True,Scam,,,Scam,Click,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Scam,,Details,Real,,,Real,,,True,True,7/24/2022 20:54,7/24/2022 20:56,IP Address,100.0,148.0,True,7/24/2022 20:56,R_1IsjwCi5jjDjulD,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,4,4.0,0.0,Keep,False,False,24,False
70,2022-07-24 20:22:00,7/24/2022 20:25,IP Address,100,198,True,7/24/2022 20:25,R_2YSnJYW4xYBj1Uv,,,,,anonymous,EN,,Yes,,Firefox,102,Macintosh,1280x800,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm1_control,5a6fd0626923df0001ef977b,5a6fd0626923df0001ef977b,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 20:25,7/24/2022 20:26,IP Address,100,53,True,7/24/2022 20:26,R_2wbFZLlTYCbrAEW,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",Hispanic,Bachelor degree,34.0,Other,True,Real,,,Scam,,Details,Real,,,Scam,Click,,Real,,Details,Scam,,,Real,,Details,Real,,,,,,Scam,,,True,False,7/24/2022 20:31,7/24/2022 20:32,IP Address,100.0,58.0,True,7/24/2022 20:32,R_1DGstMko2z7D6ss,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,False,False,1,2,1.0,0.0,Test Results are Incomplete,False,,24,False
