StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,PID
7/31/2022 13:05,7/31/2022 13:07,100,118,TRUE,7/31/2022 13:07,R_3Dke18oSexyWKXT,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Not Sure,,Yes,Not Sure,Often,Some of the time,Often,"Yes, use the responses.",5fba8ed9c7bb9a72a8c0ed8c
7/31/2022 13:08,7/31/2022 13:09,100,77,TRUE,7/31/2022 13:09,R_BrdakwI7Pjifc7n,"Someone claiming to be from the Social Security Administration (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",5cdb3e9caa4e2a00019a16bc
7/31/2022 13:11,7/31/2022 13:13,100,116,TRUE,7/31/2022 13:13,R_1ikhr63ufsewD7o,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",593da6f286d9d600010c7940
7/31/2022 13:11,7/31/2022 13:14,100,174,TRUE,7/31/2022 13:14,R_UKhTYFBIvzyxbk5,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5e64807cef9fad1fc7efbba5
7/31/2022 13:15,7/31/2022 13:16,100,60,TRUE,7/31/2022 13:16,R_3qIhMG9BX9bJ0Ui,,,,,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",614e009a60bd1fe68f588a91
7/31/2022 13:40,7/31/2022 13:42,100,82,TRUE,7/31/2022 13:42,R_vua4w7LozwFtDXP,Someone selling fraudulent goods or services,No,,Yes,No,Some of the time,Some of the time,Often,"Yes, use the responses.",62a5afd2d2d51445953e979f
7/31/2022 13:56,7/31/2022 13:57,100,70,TRUE,7/31/2022 13:57,R_vZv2Uuee9jKUygp,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62940434ab235f273d982bd9
7/31/2022 14:16,7/31/2022 14:17,100,98,TRUE,7/31/2022 14:17,R_22kNItfkw56GrR5,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",5d0411c99b30c00001d0b8e9
7/30/2022 14:08,7/30/2022 14:20,92,763,FALSE,7/31/2022 14:21,R_1gwmlPaBKwgr7mn,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f9a9d0a63107c1b77d4c662
7/31/2022 14:38,7/31/2022 14:40,100,81,TRUE,7/31/2022 14:40,R_zd6e994Ub9fjKZb,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5953e1ebf904fb00019d9c73
7/31/2022 14:49,7/31/2022 14:51,100,132,TRUE,7/31/2022 14:51,R_sbSrm2qJhQErv4B,Someone selling fraudulent goods or services,No,,Yes,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",5b1f185488ee7400012b4b5c
7/31/2022 15:00,7/31/2022 15:01,100,76,TRUE,7/31/2022 15:01,R_2xUU3vX4D6Bdp28,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",60fd5890c582acdb00cee013
7/31/2022 15:00,7/31/2022 15:03,100,163,TRUE,7/31/2022 15:03,R_1N3cDEIZ42WpSfK,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d91e85278330700159f0a98
7/31/2022 15:05,7/31/2022 15:07,100,105,TRUE,7/31/2022 15:07,R_2wMnab5zMgpciKv,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Often,"Yes, use the responses.",61523a4c57654b5cb6b7c5b0
7/31/2022 15:09,7/31/2022 15:10,100,51,TRUE,7/31/2022 15:10,R_sZLKHTf055W0KHv,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",620bdfa8a922fc3f247f71a0
7/31/2022 15:13,7/31/2022 15:14,100,72,TRUE,7/31/2022 15:14,R_2dRMvhcdjIShmkx,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5df7b79c6887bc562a3022c6
7/31/2022 15:21,7/31/2022 15:22,100,91,TRUE,7/31/2022 15:22,R_1k0r5MLMBdDx28z,Someone selling fraudulent goods or services,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",614e52ab400ebc4a5eb066eb
7/31/2022 15:57,7/31/2022 15:58,100,68,TRUE,7/31/2022 15:58,R_BD4kwxxbn1KjoMp,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",612ed8af9d93efd6ebb90ca5
7/31/2022 16:12,7/31/2022 16:17,100,271,TRUE,7/31/2022 16:17,R_3NJtUzCTUfbIPIG,Someone claiming to be from the Social Security Administration (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",61706990debe1fe754bcbd61
7/31/2022 16:22,7/31/2022 16:23,100,63,TRUE,7/31/2022 16:23,R_RJpGZ0SewVetbXP,"Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Often,Often,Often,"Yes, use the responses.",5d42eb0db3dfc40018ab2c36
7/31/2022 16:22,7/31/2022 16:24,100,160,TRUE,7/31/2022 16:24,R_psg2az9LOFgBqXn,Other,No,,Yes,Yes,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",6294f0bcc980931801a037d2
7/31/2022 16:38,7/31/2022 16:40,100,153,TRUE,7/31/2022 16:40,R_3oX7QzDeRaErA7o,Someone claiming to be from the IRS (but wasn't),No,,No,Yes,Often,Hardly ever,Some of the time,"Yes, use the responses.",614e40a70034d116c83ef9fb
7/31/2022 16:44,7/31/2022 16:46,100,109,TRUE,7/31/2022 16:46,R_3EsO26nGfjOnwEX,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",62b1124d6586a24a48ffe1d5
7/31/2022 16:48,7/31/2022 16:50,100,98,TRUE,7/31/2022 16:50,R_3gZLKa2hsXNYyoV,Other,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62b5beb2634df44537eb05c3
7/31/2022 17:19,7/31/2022 17:20,100,53,TRUE,7/31/2022 17:20,R_21gh2yuoBTR1lEs,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d10d287fcdaef001aaaa171
7/31/2022 17:20,7/31/2022 17:23,100,166,TRUE,7/31/2022 17:23,R_1exeqmsZi8kKJwo,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Hardly ever,,Hardly ever,"Yes, use the responses.",614a3de3868f44760e9b0f80
7/31/2022 17:23,7/31/2022 17:25,100,135,TRUE,7/31/2022 17:25,R_3JCdgWlSqT2ejNR,Someone claiming to be from another government agency (but wasn't),No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",614a508a459c858a5ac5d2e1
7/31/2022 17:44,7/31/2022 17:46,100,104,TRUE,7/31/2022 17:46,R_2whToB0x712D2p5,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5fb0195bd0a22f3783170168
7/31/2022 17:57,7/31/2022 17:58,100,85,TRUE,7/31/2022 17:58,R_11hnV0Ez1DgpiZS,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",613e3d48abfa93beb2d97c3a
7/31/2022 17:58,7/31/2022 17:59,100,75,TRUE,7/31/2022 17:59,R_3r1c3tSqI63O3TL,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5b2a3d8ba884a20001e3c807
7/31/2022 18:22,7/31/2022 18:25,100,188,TRUE,7/31/2022 18:25,R_3Eyd208ncE9zgkY,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",57210674951c9b0011d3eaaa
7/31/2022 18:28,7/31/2022 18:30,100,114,TRUE,7/31/2022 18:30,R_3spMNLqWfY29DJC,Someone claiming to be from the Social Security Administration (but wasn't),No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5e9f8d2463508412377fe12e
7/31/2022 18:33,7/31/2022 18:35,100,140,TRUE,7/31/2022 18:35,R_3ltUaiN47Wkh0zC,Someone selling fraudulent goods or services,Yes,4000,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",628a4816764d2f993ee7493d
7/31/2022 19:48,7/31/2022 19:49,100,51,TRUE,7/31/2022 19:49,R_RmmrvgbfFBYYdyh,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d519e714d044f0001b6826c
7/31/2022 19:56,7/31/2022 19:58,100,107,TRUE,7/31/2022 19:58,R_3NJ50MGMSGF8xRE,Someone selling fraudulent goods or services,No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5bd5043fc42fb3000141b227
7/31/2022 20:10,7/31/2022 20:12,100,123,TRUE,7/31/2022 20:12,R_9YpihB3ebGyzLKp,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",61007966aff8c0392da61a00
7/31/2022 20:18,7/31/2022 20:19,100,54,TRUE,7/31/2022 20:19,R_2mI9VJcOLv9QY7f,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5a87bd4aaa46dd00016bb9a8
7/31/2022 20:30,7/31/2022 20:31,100,98,TRUE,7/31/2022 20:31,R_ANi2EQ5ClLuDOzT,,,,,Not Sure,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",5f4d2b4f0bee2410475399c7
7/30/2022 19:54,7/30/2022 20:39,92,2714,FALSE,7/31/2022 20:39,R_3Pjf4jZucTNWkKK,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",62d353684494ab8119aa42d8
7/31/2022 20:56,7/31/2022 20:58,100,105,TRUE,7/31/2022 20:58,R_2R8JUFmBhI1zmSA,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62e216cc1688e3ac291bda41
7/31/2022 21:28,7/31/2022 21:30,100,128,TRUE,7/31/2022 21:30,R_uajCaIxkiobkhrz,Someone selling fraudulent goods or services,No,,No,Not Sure,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",6152b8943ef5c73934ed350a
7/31/2022 22:09,7/31/2022 22:11,100,73,TRUE,7/31/2022 22:11,R_1BXeijDytvHhzDx,,,,,No,Often,Often,Often,"Yes, use the responses.",615c98ccbabc47c2af7a9592
8/1/2022 3:22,8/1/2022 3:23,100,64,TRUE,8/1/2022 3:23,R_23VpAUUhKiZ5NuK,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",6229ee11f6b5405956544966
8/1/2022 4:13,8/1/2022 4:15,100,85,TRUE,8/1/2022 4:15,R_2pWCj8IrAXEkNUh,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",6299b56f4e0a0c8a26fd3751
8/1/2022 5:08,8/1/2022 5:11,100,145,TRUE,8/1/2022 5:11,R_2P7NjECKUsJTyeP,Other,No,,No,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5ea9e78822bb3115676e8296
8/1/2022 5:37,8/1/2022 5:39,100,86,TRUE,8/1/2022 5:39,R_1PRVo7KD6ECddha,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5d88dcb723dfcc00151fd043
8/1/2022 6:31,8/1/2022 6:32,100,49,TRUE,8/1/2022 6:32,R_2PnasrkGrc6Lyra,Someone claiming to be from the IRS (but wasn't),No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",598e325033481c000164d2aa
8/1/2022 6:55,8/1/2022 6:56,100,54,TRUE,8/1/2022 6:56,R_u8lPF65h9eFiGsh,Someone claiming to be from another government agency (but wasn't),No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",614e458a72bc57aca9db84d3
8/1/2022 7:01,8/1/2022 7:03,100,115,TRUE,8/1/2022 7:03,R_8bTQBGcOXl16nO9,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ec571fbbe9f1b54ce2ea875
8/1/2022 7:17,8/1/2022 7:20,100,151,TRUE,8/1/2022 7:20,R_3G8j56QplAlygDq,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,No,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",610b77b6267f218488456d14
8/1/2022 7:39,8/1/2022 7:40,100,77,TRUE,8/1/2022 7:40,R_2Po04xKSRdblP01,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5cf044c5e92fb100175d256f
8/1/2022 7:48,8/1/2022 7:49,100,74,TRUE,8/1/2022 7:49,R_ZJDYvokVVqA26E9,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5e830a42b7a9de01dbe5a430
8/1/2022 7:48,8/1/2022 7:49,100,85,TRUE,8/1/2022 7:49,R_6rihP417RjAnbqx,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Often,"Yes, use the responses.",627524293d738cdeebb0d481
7/31/2022 7:49,7/31/2022 7:51,92,94,FALSE,8/1/2022 7:51,R_33qIXLwIMR3BaLw,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5d65515bd08d610001eb40a6
8/1/2022 7:51,8/1/2022 7:53,100,103,TRUE,8/1/2022 7:53,R_3dN5zKRXXkmVuBi,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Often,Often,"Yes, use the responses.",61169c8d8c969d8281e4f9ab
8/1/2022 7:52,8/1/2022 7:53,100,55,TRUE,8/1/2022 7:53,R_3kzVR8UBKExdRGo,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",6110ddf8f352af9260aa7124
8/1/2022 7:53,8/1/2022 7:54,100,53,TRUE,8/1/2022 7:54,R_Tbf8SVuP1MBGs9z,Someone selling fraudulent goods or services,No,,No,Yes,Some of the time,Often,Often,"Yes, use the responses.",62e42b7d3f1250f392bbb13e
8/1/2022 7:54,8/1/2022 7:55,100,62,TRUE,8/1/2022 7:55,R_xfHOSIMK4hKDjb3,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5e5cf8062e08c94b78b466e3
8/1/2022 7:55,8/1/2022 7:56,100,54,TRUE,8/1/2022 7:56,R_eQbBgunLZDo298t,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,Some of the time,Often,Often,"Yes, use the responses.",62baff515864573d3715f986
8/1/2022 7:49,8/1/2022 7:56,100,443,TRUE,8/1/2022 7:56,R_2D1FhppGtNBpaIm,,,,,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",61004bf6f76062947ebc536d
8/1/2022 7:56,8/1/2022 7:57,100,77,TRUE,8/1/2022 7:57,R_1OkssUHhOvCtwsy,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Often,Some of the time,"Yes, use the responses.",55b645b1fdf99b1c02906872
8/1/2022 7:57,8/1/2022 7:57,100,26,TRUE,8/1/2022 7:57,R_1EbL1curxJWIIai,Other,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5f7dd6ed4303f7000814dd3b
8/1/2022 7:57,8/1/2022 7:58,100,53,TRUE,8/1/2022 7:58,R_2YGvTiZPbBxTZ0m,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f5813ceb72358381554cbbe
8/1/2022 7:58,8/1/2022 8:00,100,130,TRUE,8/1/2022 8:00,R_2YLHRnSybccYbOC,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Often,Some of the time,Some of the time,"Yes, use the responses.",62e5b4b7f423b2896ddf303c
8/1/2022 8:00,8/1/2022 8:01,100,58,TRUE,8/1/2022 8:01,R_3Pq94gVd4XSjc56,"Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",581b738a930a280001062c6a
8/1/2022 8:05,8/1/2022 8:06,100,98,TRUE,8/1/2022 8:06,R_3kke04wIlKQGZUL,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5df3fe135cc3802f51320240
8/1/2022 8:07,8/1/2022 8:07,100,43,TRUE,8/1/2022 8:07,R_2c1QK3TdFPgKKda,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",61003c16c7897f06cf610dd0
8/1/2022 8:06,8/1/2022 8:08,100,91,TRUE,8/1/2022 8:08,R_3oXcd5NHJBEmSlb,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,200,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6108476d3ffdd88f68d50afb
8/1/2022 8:06,8/1/2022 8:08,100,98,TRUE,8/1/2022 8:08,R_1mmaEsRPPbLAObW,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Not Sure,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",6113fef8a9a42a062212ae84
8/1/2022 8:14,8/1/2022 8:15,100,41,TRUE,8/1/2022 8:15,R_2QEQ6e3Pk4IEIgr,Someone claiming to be from the company where you work (but wasn't),No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",6110cf616449857ad0eac88a
8/1/2022 8:13,8/1/2022 8:15,100,106,TRUE,8/1/2022 8:15,R_24OxLehp4cDIWWT,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",6128d5b832134d461773b0da
8/1/2022 8:14,8/1/2022 8:15,100,61,TRUE,8/1/2022 8:15,R_3HY82Ip4py8wFQR,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6106b2ec7e5661cabe933c0a
8/1/2022 8:13,8/1/2022 8:16,100,163,TRUE,8/1/2022 8:16,R_1dAkKm29MSksaXS,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",6102a4e20fb6538b03d6a24f
8/1/2022 8:06,8/1/2022 8:17,100,645,TRUE,8/1/2022 8:17,R_ZF3Mf1M4pg89PSF,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",616c27e289fbac20c73f34b6
8/1/2022 8:15,8/1/2022 8:17,100,84,TRUE,8/1/2022 8:17,R_2PCevAd7fpOFoFe,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5eecf2ddea47e10da39e6171
8/1/2022 8:16,8/1/2022 8:17,100,59,TRUE,8/1/2022 8:17,R_2THJJc325DTOjNs,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",60ff6cd82a1535a9e64b1496
8/1/2022 8:17,8/1/2022 8:17,100,46,TRUE,8/1/2022 8:17,R_21HODrEktSNbU36,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Often,"Yes, use the responses.",60ea823910936e7bff37d86b
8/1/2022 8:17,8/1/2022 8:18,100,31,TRUE,8/1/2022 8:18,R_6GvfRyuLlK2Pffr,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5eea4934bde1301131abb0f3
8/1/2022 8:19,8/1/2022 8:20,100,67,TRUE,8/1/2022 8:20,R_3JCvBY0sUqt0sN3,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Often,Hardly ever,Some of the time,"Yes, use the responses.",5fdd6ae284b3a9449c87a064
8/1/2022 8:19,8/1/2022 8:20,100,58,TRUE,8/1/2022 8:20,R_24c6KioX8d1wigj,Someone selling fraudulent goods or services,No,,No,Not Sure,Some of the time,Hardly ever,Often,"Yes, use the responses.",5fc107b696c1250962897bcb
8/1/2022 8:23,8/1/2022 8:24,100,46,TRUE,8/1/2022 8:24,R_RgZUbdm7DVHwvOp,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5ba8f4f59287240001e1fff3
8/1/2022 8:24,8/1/2022 8:24,100,44,TRUE,8/1/2022 8:24,R_w6RbI9fGomXuNbj,,,,,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5ee81189280cdb1163476b2b
8/1/2022 8:24,8/1/2022 8:24,100,27,TRUE,8/1/2022 8:24,R_vH4TzDWuUP6n2Kd,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",559385f5fdf99b78e49c58e9
8/1/2022 8:24,8/1/2022 8:25,100,48,TRUE,8/1/2022 8:25,R_1MKcxya9jZJWW5X,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",611e95e9cfeed23887534608
8/1/2022 8:24,8/1/2022 8:25,100,56,TRUE,8/1/2022 8:25,R_86ddf4xQmaY8LoR,Someone claiming to be from the IRS (but wasn't),No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5c9db776f35c880018bc2fd1
8/1/2022 8:25,8/1/2022 8:25,100,51,TRUE,8/1/2022 8:25,R_1Cl9nb6fK4TK2Pn,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5edfd55b1540cb2f49932b85
8/1/2022 8:25,8/1/2022 8:26,100,36,TRUE,8/1/2022 8:26,R_3QKsZIDiWLuArrM,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5cbb45b34ab38b001577ab0b
8/1/2022 8:25,8/1/2022 8:26,100,69,TRUE,8/1/2022 8:26,R_1dKRukEb8t8kloS,Other,No,,No,No,Often,Often,Some of the time,"Yes, use the responses.",5fde4f0c2178d15b6eafd71a
8/1/2022 8:27,8/1/2022 8:28,100,35,TRUE,8/1/2022 8:28,R_3JErZmzc5tnhNkw,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",627426f35bbef15c65add1cd
