,StartDate,EndDate,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,fraudExperience_SSA,fraudExperience_Govt,fraudExperience_Biz,fraudExperience_YN,fraudLoss_YN,fraudLoss_Amount,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_medicareReview,Correct_benefitsSuspension,droppedFinalQuestion,percentCorrect,percentCorrect_Email,percentCorrect_Web,percentCorrect_Letter,percentCorrect_Govt,percentCorrect_Biz,percentCorrect_Scam,percentCorrect_Real
9,2022-07-30 07:21:00,7/30/2022 7:24,100,170,True,7/30/2022 7:24,R_2WxnFLKHuG9qYng,,,Yes,,Safari,15.5,Macintosh,810x1080,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Once a week,,arm3_tips,5de7283098e7956ab99b23e0,5de7283098e7956ab99b23e0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 7:24,7/30/2022 7:25,100.0,62.0,True,7/30/2022 7:25,R_30i1nQmHRE8EPf7,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,43.0,Female,True,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,,,,True,False,7/30/2022 7:28,7/30/2022 7:29,100.0,70.0,True,7/30/2022 7:29,R_2zUQwo2KAs6iXUc,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,1,3.0,2.0,0.0,Keep,False,False,24,False,125.0,W,U,18,43.0,1.0,1849.0,4.8283137373023015,False,True,True,True,False,0.0,10.0,5.4,3.75,5,2.0,5,3,1,4,1,2,2,1,0,3,2,1,1,1,1,7,2,1,True,False,False,True,True,False,False,True,True,False,True,50.0,50.0,50.0,50.0,50.0,50.0,20.0,80.0
13,2022-07-30 07:24:00,7/30/2022 7:28,100,256,True,7/30/2022 7:28,R_2ZEVxhG6Ovfhmf0,,,Yes,,Safari,13.1.2,Macintosh,1440x900,Some,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Disagree,A few times a year,,arm2_generalinfo,60fda3339a276aeae02c05e9,60fda3339a276aeae02c05e9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 7:28,7/30/2022 7:29,100.0,55.0,True,7/30/2022 7:29,R_3nPL2rzR13vWmwE,"Employed, working 30 or more hours per week","$40,000 - $59,999","Hispanic,African American or African (Non-Hispanic)",Graduate or professional degree,21.0,Male,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,Click,,Real,,Details,Real,,,Scam,,,,,,True,False,7/30/2022 7:33,7/30/2022 7:34,100.0,52.0,True,7/30/2022 7:34,R_TpJfGa0Qy33m4s9,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,2.0,1.0,0.0,Keep,False,False,24,False,60.0,H,E,18,21.0,0.0,441.0,4.0943445622221,False,True,False,True,False,0.0,8.0,2.5,3.75,3,1.0,5,3,1,4,1,2,3,0,0,2,3,1,1,1,2,7,2,1,True,False,True,False,True,True,False,True,False,False,True,50.0,50.0,75.0,0.0,33.33333333333333,75.0,20.0,80.0
18,2022-07-30 07:26:00,7/30/2022 7:33,100,419,True,7/30/2022 7:33,R_cMGGf5hUJNSRqKt,,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a week / Daily,,arm3_tips,614ddc2c999c9ee21fa84355,614ddc2c999c9ee21fa84355,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 7:33,7/30/2022 7:34,100.0,77.0,True,7/30/2022 7:34,R_4IyH7eLz7pDWBxL,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,34.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,Click,,Real,,Details,Scam,,,Real,,Details,Scam,,,Real,,,Scam,,,True,True,7/30/2022 7:43,7/30/2022 7:44,100.0,97.0,True,7/30/2022 7:44,R_27WreYmBK2SaQoK,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,3.0,3.0,0.0,Keep,False,False,24,False,175.0,W,E,16,34.0,1.0,1156.0,5.1647859739235145,False,True,True,True,False,0.0,8.0,4.0,3.5,6,1.0,8,1,1,4,4,2,4,2,0,4,4,0,2,2,2,5,5,0,True,True,True,True,True,True,False,False,True,True,False,80.0,50.0,100.0,100.0,66.66666666666666,100.0,80.0,80.0
15,2022-07-30 07:27:00,7/30/2022 7:32,100,305,True,7/30/2022 7:32,R_8jhAhcNoe4Oky65,,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm3_tips,60edcedc047ee38cb8bb2a0d,60edcedc047ee38cb8bb2a0d,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 7:32,7/30/2022 7:33,100.0,58.0,True,7/30/2022 7:33,R_12bS4PRGJ8mB5C8,"Disabled, not able to work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,58.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 7:37,7/30/2022 7:39,100.0,92.0,True,7/30/2022 7:39,R_5AvprOWplsiyEiR,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,3.0,3.0,0.0,Keep,False,False,24,False,60.0,W,R,13,58.0,1.0,3364.0,4.0943445622221,False,True,True,True,False,0.0,8.0,4.2,3.75,5,1.6666666666666667,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,False,90.0,75.0,100.0,100.0,83.33333333333334,100.0,80.0,100.0
16,2022-07-30 07:28:00,7/30/2022 7:32,100,245,True,7/30/2022 7:32,R_2zr3UV3Ui6ZaUM0,,,Yes,,Safari iPhone,15.5,iPhone,390x844,Some,Angry,Never,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a year,,arm4_interactive,611a3e5985d4fa727e274b38,611a3e5985d4fa727e274b38,0,0,Real,,,Real,Click,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/30/2022 7:35,7/30/2022 7:36,100.0,58.0,True,7/30/2022 7:36,R_3nMIe5bJLJjBHXG,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,23.0,Female,True,Scam,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,,,,True,False,7/30/2022 7:38,7/30/2022 7:40,100.0,87.0,True,7/30/2022 7:40,R_1jfT1K2hzqduczJ,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True,2,3.0,3.0,0.0,Keep,False,False,24,False,10.0,W,E,13,23.0,1.0,529.0,2.302585092994046,True,True,True,True,False,0.0,7.0,1.0,1.25,3,3.0,5,2,2,3,2,3,2,0,0,3,2,1,2,2,0,5,4,1,False,True,True,True,True,False,False,True,False,False,True,50.0,75.0,50.0,0.0,50.0,50.0,40.0,60.0
19,2022-07-30 07:29:00,7/30/2022 7:33,100,250,True,7/30/2022 7:33,R_eydWmBLf5uIw9Yl,,,Yes,,Safari,15.5,Macintosh,810x1080,Very little,Frustrated,Never,Government should do more to solve problems.,Disagree,Disagree,Slightly Disagree,Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,A few times a year,,arm4_interactive,610933fa1d369f7bb87b05ec,610933fa1d369f7bb87b05ec,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/30/2022 7:37,7/30/2022 7:37,100.0,40.0,True,7/30/2022 7:37,R_3gYFmuUasE030k0,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,42.0,Female,True,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,,,,True,False,7/30/2022 7:40,7/30/2022 7:41,100.0,75.0,True,7/30/2022 7:41,R_2Vr5sHhuY27iEMh,Someone claiming to be from another government agency (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,2,1.0,2.0,0.0,Keep,False,False,24,False,90.0,W,U,16,42.0,1.0,1764.0,4.499809670330265,False,True,False,True,False,0.0,7.0,2.5,2.25,3,2.0,6,1,2,3,3,2,3,1,0,3,3,1,1,1,2,4,5,1,True,False,False,True,True,True,True,False,True,False,True,60.0,50.0,75.0,50.0,50.0,75.0,60.0,60.0
17,2022-07-30 07:29:00,7/30/2022 7:33,100,229,True,7/30/2022 7:33,R_295gfHdImyMGNln,,,Yes,,Chrome,103.0.0.0,Windows NT 6.3,1366x768,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Once a month,,arm1_control,60e3072a6e09025d10fdcb5e,60e3072a6e09025d10fdcb5e,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 7:33,7/30/2022 7:34,100.0,77.0,True,7/30/2022 7:34,R_1nMTE2opWTaW5cd,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",41.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/30/2022 7:40,7/30/2022 7:41,100.0,65.0,True,7/30/2022 7:41,R_1KexMT10QFOQduG,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Often,Some of the time,"Yes, use the responses.",True,1,True,2,3.0,2.0,0.0,Keep,False,False,24,False,70.0,W,U,12,41.0,1.0,1681.0,4.248495242049359,False,False,True,True,False,0.0,6.0,3.2,3.0,4,2.3333333333333335,6,3,1,4,2,3,2,1,0,3,3,1,2,1,1,7,3,0,True,True,True,False,True,False,False,True,False,True,False,60.0,75.0,50.0,50.0,50.0,75.0,40.0,80.0
20,2022-07-30 07:32:00,7/30/2022 7:34,100,134,True,7/30/2022 7:34,R_2QVwhj0CPUjBZyP,,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Once a week,,arm2_generalinfo,5a9e841089de8200013f28d3,5a9e841089de8200013f28d3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 7:34,7/30/2022 7:35,100.0,39.0,True,7/30/2022 7:35,R_31mct1hQ11ujqPO,"Employed, working 30 or more hours per week","$100,000 - $149,999",Asian American or Asian,Bachelor degree,32.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 7:39,7/30/2022 7:45,100.0,356.0,True,7/30/2022 7:45,R_2qemJRd0SgFaMZm,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,0,1.0,4.0,0.0,Keep,False,False,24,False,125.0,A,E,16,32.0,0.0,1024.0,4.8283137373023015,True,True,True,True,False,0.0,9.0,6.2,4.375,5,2.0,9,1,0,5,4,4,3,2,0,6,3,2,2,2,1,6,4,0,True,True,True,True,True,False,True,True,True,True,False,90.0,100.0,75.0,100.0,100.0,75.0,80.0,100.0
21,2022-07-30 07:33:00,7/30/2022 7:35,100,121,True,7/30/2022 7:35,R_2rU6KbshRXncmhZ,,,Yes,,Chrome,103.0.0.0,Android 12,360x800,None at all,Angry,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a week,,arm1_control,5484821efdf99b07b28f2300,5484821efdf99b07b28f2300,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 7:35,7/30/2022 7:36,100.0,33.0,True,7/30/2022 7:36,R_1f2bgWJP1Z5vFOR,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,38.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Real,,,Scam,,,True,True,7/30/2022 7:37,7/30/2022 7:37,100.0,37.0,True,7/30/2022 7:37,R_e4MLEgC9HKGUlwd,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,0,0.0,0.0,0.0,Keep,False,False,24,False,125.0,W,E,16,38.0,1.0,1444.0,4.8283137373023015,False,True,True,True,False,0.0,5.0,1.1,4.125,5,2.0,8,2,0,5,3,2,4,2,0,5,3,1,1,2,2,7,3,0,True,False,True,True,True,True,False,True,True,True,False,80.0,50.0,100.0,100.0,83.33333333333334,75.0,60.0,100.0
22,2022-07-30 07:33:00,7/30/2022 7:35,100,102,True,7/30/2022 7:35,R_24M0nYCiY6Y1Yoo,,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,None at all,Frustrated,Never,Government should do more to solve problems.,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Agree,Strongly Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,A few times a week / Daily,,arm1_control,61fa94735719bc09cb834f49,61fa94735719bc09cb834f49,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 7:35,7/30/2022 7:36,100.0,27.0,True,7/30/2022 7:36,R_8lbdd2542MKJZ2p,"Employed, working 30 or more hours per week","$60,000 - $79,999","White or Caucasian (Non-Hispanic),Asian American or Asian",Bachelor degree,37.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/30/2022 7:39,7/30/2022 7:40,100.0,48.0,True,7/30/2022 7:40,R_3EzjUc1KLvr0dPC,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Often,"Yes, use the responses.",True,1,True,0,0.0,0.0,0.0,Keep,False,False,24,False,70.0,A,E,16,37.0,1.0,1369.0,4.248495242049359,True,True,True,True,False,0.0,6.0,5.1,3.0,6,1.6666666666666667,6,4,0,5,1,2,2,2,0,4,2,1,1,1,1,9,1,0,True,False,True,False,True,False,False,True,True,True,False,60.0,50.0,50.0,100.0,66.66666666666666,50.0,20.0,100.0
23,2022-07-30 07:34:00,7/30/2022 7:36,100,99,True,7/30/2022 7:36,R_9WugpwplyiEjI8V,,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,None at all,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Agree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,A few times a year,,arm3_tips,605363bb60479c6e682fa925,605363bb60479c6e682fa925,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 7:36,7/30/2022 7:36,100.0,29.0,True,7/30/2022 7:36,R_2WvxL9g7ZHZUVjR,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,27.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/30/2022 7:38,7/30/2022 7:38,100.0,48.0,True,7/30/2022 7:38,R_PYcXS2rUa0z5Yt3,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Not Sure,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,0,0.0,0.0,0.0,Keep,False,False,24,False,70.0,W,E,18,27.0,1.0,729.0,4.248495242049359,False,True,True,True,False,0.0,6.0,2.8,5.0,3,2.0,7,3,0,5,2,2,3,2,0,4,3,1,1,1,2,8,2,0,True,False,True,False,True,True,False,True,True,True,False,70.0,50.0,75.0,100.0,66.66666666666666,75.0,40.0,100.0
39,2022-07-30 07:36:00,7/30/2022 7:49,100,754,True,7/30/2022 7:49,R_3KBnDsKXZI7TQ0W,,,Yes,,Chrome,103.0.0.0,Android 8.1.0,360x640,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Once a month,,arm3_tips,62896076149e8f156545884c,62896076149e8f156545884c,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 7:49,7/30/2022 7:50,100.0,81.0,True,7/30/2022 7:50,R_1pm1XkTLcfVfEvU,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",58.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 7:58,7/30/2022 8:00,100.0,142.0,True,7/30/2022 8:00,R_UhkOcfU89AV8T6x,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,24,False,10.0,W,E,12,58.0,0.0,3364.0,2.302585092994046,False,True,False,True,False,0.0,9.0,5.5,2.875,4,1.6666666666666667,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,True,False,True,True,True,False,90.0,75.0,100.0,100.0,83.33333333333334,100.0,80.0,100.0
24,2022-07-30 07:37:00,7/30/2022 7:41,100,234,True,7/30/2022 7:41,R_27HXHUx3NOkLEa0,,,Yes,,Safari,15.5,Macintosh,1024x1366,Some,Basically content,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,A few times a year,,arm4_interactive,6229dbd104c9cf8c397853cb,6229dbd104c9cf8c397853cb,0,0,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/30/2022 7:44,7/30/2022 7:45,100.0,32.0,True,7/30/2022 7:45,R_pRUVzoKm2QMxZzr,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,59.0,Male,True,Scam,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,,,,True,False,7/30/2022 7:47,7/30/2022 7:48,100.0,50.0,True,7/30/2022 7:48,R_2VqAthFnFR3HEuC,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,0.0,1.0,0.0,Keep,False,False,24,False,90.0,W,R,16,59.0,0.0,3481.0,4.499809670330265,False,False,True,True,False,0.0,10.0,4.8,2.375,3,1.0,4,3,2,3,1,2,1,1,0,3,1,1,1,1,0,6,3,1,False,True,True,False,False,False,False,True,True,False,True,40.0,50.0,25.0,50.0,50.0,25.0,20.0,60.0
26,2022-07-30 07:38:00,7/30/2022 7:43,100,336,True,7/30/2022 7:43,R_2tqZNxQO7SkukmT,,,Yes,,Safari iPhone,15.6,iPhone,375x812,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Once a month,,arm2_generalinfo,5fba33b03b6dfc99242ba0a7,5fba33b03b6dfc99242ba0a7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 7:43,7/30/2022 7:45,100.0,96.0,True,7/30/2022 7:45,R_23e2Z8kLFKp1QiJ,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,19.0,Female,True,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Real,,,,,,True,False,7/30/2022 7:48,7/30/2022 7:50,100.0,125.0,True,7/30/2022 7:50,R_Dvkx7G4OW4KpR2p,,,,,No,Often,Some of the time,Often,"Yes, use the responses.",True,1,True,3,4.0,4.0,0.0,Keep,False,False,24,False,70.0,W,U,13,19.0,1.0,361.0,4.248495242049359,False,False,False,False,False,0.0,6.0,5.6,4.25,4,2.6666666666666665,6,2,1,4,2,3,2,1,0,4,2,1,2,2,0,6,3,1,False,True,True,True,True,False,False,True,True,False,True,60.0,75.0,50.0,50.0,66.66666666666666,50.0,40.0,80.0
