StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Employment,TotalIncome,Race,Education,Age_1,Gender,PID
7/31/2022 0:09,7/31/2022 0:10,100,69,TRUE,7/31/2022 0:10,R_2wMOgOl8oMbUIS3,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,70,Male,614f911f1f977faae059e7be
7/31/2022 0:12,7/31/2022 0:13,100,65,TRUE,7/31/2022 0:14,R_2B2qhCdjZh0IrBl,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,60,Female,5dae25fc2e361800135fbd02
7/31/2022 1:39,7/31/2022 1:39,100,52,TRUE,7/31/2022 1:39,R_BDQ9Rrof02YIsCZ,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",66,Female,5d6e6cbd7332d10016637f78
7/31/2022 1:46,7/31/2022 1:47,100,35,TRUE,7/31/2022 1:47,R_A5vmAwJ8Qtkql9L,"Employed, working 30 or more hours per week","$20,000 - $39,999",Asian American or Asian,Some high school,55,Female,60674e08ad872b4cd378a9df
7/31/2022 2:18,7/31/2022 2:19,100,57,TRUE,7/31/2022 2:19,R_pENaY3Kt9tWJojL,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,69,Female,582afed4ce3a0e00010b3245
7/31/2022 2:43,7/31/2022 2:45,100,110,TRUE,7/31/2022 2:45,R_10VLOtvonekRy0Y,"Employed, working 30 or more hours per week","$100,000 - $149,999","Asian American or Asian,Native American, Native Hawaiian or Pacific Islander",Some college but no degree,50,Male,5de9e3c6828afe113e762732
7/31/2022 4:11,7/31/2022 4:12,100,50,TRUE,7/31/2022 4:12,R_3FXp7ytNCWNtQIC,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,67,Female,60c5d92024010fa878d35b25
7/31/2022 4:48,7/31/2022 4:48,100,41,TRUE,7/31/2022 4:48,R_DN443VG7gN2ciWd,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,65,Male,614efa2878aa3275b54d0bdf
7/31/2022 5:02,7/31/2022 5:04,100,79,TRUE,7/31/2022 5:04,R_24Ox8PNfle4IkM8,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,51,Male,62dbdb8628c86b2a3824da16
7/31/2022 5:06,7/31/2022 5:07,100,66,TRUE,7/31/2022 5:07,R_3eeQgkHwyyDLWhe,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,64,Female,55931d15fdf99b59a8fb1f72
7/31/2022 5:13,7/31/2022 5:14,100,51,TRUE,7/31/2022 5:14,R_2xRl8CHrOzxhaEq,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,50,Male,5dc2c8bdb98b121f25d466c8
7/31/2022 5:49,7/31/2022 5:50,100,60,TRUE,7/31/2022 5:50,R_2YPUv1FKHg3h9Vj,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,72,Female,5d8aa95dd06260000179442b
7/31/2022 5:55,7/31/2022 5:55,100,30,TRUE,7/31/2022 5:55,R_ulFCofTzxR9Pglj,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Some college but no degree,63,Male,6151dba505cdcf5d7a713836
7/31/2022 5:59,7/31/2022 6:00,100,43,TRUE,7/31/2022 6:00,R_1lfWXJklxQgZE0P,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,67,Female,60f728553a37102574b585c4
7/31/2022 6:10,7/31/2022 6:11,100,67,TRUE,7/31/2022 6:11,R_3KoW3ZZtCJEWYU6,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,72,Female,5d88f2c014ae0000010d92a7
7/31/2022 6:41,7/31/2022 6:44,100,132,TRUE,7/31/2022 6:44,R_2fBsgYNkHthdI5q,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,64,Female,614f1676ea00c89418719805
7/31/2022 7:05,7/31/2022 7:07,100,80,TRUE,7/31/2022 7:07,R_9LAEjo3Wh75G1S9,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,56,Male,6151d9d379e34b1cf59897a9
7/30/2022 7:27,7/30/2022 7:27,88,26,FALSE,7/31/2022 7:27,R_xaxDwfM7CQkY8TL,"Employed, working 30 or more hours per week","$20,000 - $39,999",Asian American or Asian,Bachelor degree,23,Female,60da4f9aa1ced7efeecca18a
7/31/2022 7:42,7/31/2022 7:43,100,44,TRUE,7/31/2022 7:43,R_22K4MOE0x7kTG3r,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",64,Male,5d65515bd08d610001eb40a6
7/31/2022 7:48,7/31/2022 7:48,100,31,TRUE,7/31/2022 7:48,R_2fJ2oG8fBrRIMup,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,49,Male,61fa904ed42cb19beec490d9
7/30/2022 7:51,7/30/2022 7:55,88,223,FALSE,7/31/2022 7:55,R_1LbxLb5tBMKGrsz,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",58,Female,62e4621919e2ef7e15f8b13f
7/31/2022 7:55,7/31/2022 7:56,100,61,TRUE,7/31/2022 7:56,R_1r7ejmqcAPK4vrM,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,64,Female,59d52d7821977e0001d63082
7/31/2022 8:01,7/31/2022 8:02,100,36,TRUE,7/31/2022 8:02,R_QahVgbSVczjRBGp,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,64,Female,59d52d7821977e0001d63082
7/30/2022 8:35,7/30/2022 8:35,88,35,FALSE,7/31/2022 8:35,R_Wp8BqEaw2hFOoYV,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",31,Female,5a670b04c0d836000107f360
7/31/2022 8:38,7/31/2022 8:40,100,86,TRUE,7/31/2022 8:40,R_3NPdv8pc7OiBmVW,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,59,Male,611e98f99f858a3980832435
7/31/2022 8:59,7/31/2022 9:00,100,40,TRUE,7/31/2022 9:00,R_6zY1mnKMXnLE3g5,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Associate degree,66,Female,5b7e118e87d85f0001baac27
7/31/2022 9:02,7/31/2022 9:04,100,65,TRUE,7/31/2022 9:04,R_1i3EY0gsL5BzVOK,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,58,Female,60b67355d1639cf7ac638d07
7/31/2022 9:09,7/31/2022 9:10,100,88,TRUE,7/31/2022 9:10,R_1k20s3wxPtFAU8y,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,62,Female,6176bace42df4c9ea4d1fdb3
7/31/2022 9:17,7/31/2022 9:19,100,77,TRUE,7/31/2022 9:19,R_rr0WHLVzzICXgwV,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,70,Female,62d989d7c133a0fdc2301666
7/31/2022 9:32,7/31/2022 9:34,100,121,TRUE,7/31/2022 9:34,R_1gzqbredx4ERxFS,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,58,Female,5be4c11a468be0000103e5d8
7/31/2022 9:55,7/31/2022 9:57,100,72,TRUE,7/31/2022 9:57,R_27dOvU4UBnWvQ09,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,63,Female,5da13684f2f41900141644bf
7/31/2022 9:56,7/31/2022 9:57,100,53,TRUE,7/31/2022 9:57,R_1o7voddMFpvksjR,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,15,Female,61158ba946af0dc7c3a6c5fd
7/31/2022 9:57,7/31/2022 9:58,100,102,TRUE,7/31/2022 9:58,R_1pJz026JEWo8Q0t,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",63,Female,629075a83e17794e104bb46b
7/31/2022 9:56,7/31/2022 9:59,100,161,TRUE,7/31/2022 9:59,R_1o0AHEz3xMd30gt,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,59,Female,62aa6e9a3f606d4c0b2c4463
7/31/2022 10:12,7/31/2022 10:13,100,50,TRUE,7/31/2022 10:13,R_1DLRgzrEBjFasIJ,Retired,"$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,66,Female,60f47546f5b82699355705f4
7/31/2022 10:19,7/31/2022 10:19,100,42,TRUE,7/31/2022 10:19,R_332PTiy6RVsf89y,Retired,"$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,66,Female,5c630bf6787ee80001ffb964
7/31/2022 10:30,7/31/2022 10:31,100,68,TRUE,7/31/2022 10:31,R_1BOWrRqTjJ7B7p0,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,84,Male,62e5ed723490aa324bc05d84
7/31/2022 10:48,7/31/2022 10:48,100,23,TRUE,7/31/2022 10:48,R_31uX7OdwL3MXdkI,"Employed, working 30 or more hours per week","$150,000 or more",Asian American or Asian,Associate degree,60,Male,5b8abe3ba014120001b52c42
7/31/2022 10:53,7/31/2022 10:55,100,88,TRUE,7/31/2022 10:55,R_BWCmPPwvlAIAFoJ,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,65,Female,5dea96a5770a431bbed1efb2
7/31/2022 11:16,7/31/2022 11:18,100,81,TRUE,7/31/2022 11:18,R_2aCsXwzg7qNWaz3,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,66,Female,61120b45c48a14ebaae1e5b2
7/31/2022 11:49,7/31/2022 11:49,100,38,TRUE,7/31/2022 11:49,R_1F9w86pQfGVnQZ3,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,56,Female,60778adf13e3a5f0d0f655db
7/31/2022 12:29,7/31/2022 12:30,100,46,TRUE,7/31/2022 12:30,R_2TLsZz1reep4wyG,"Employed, working 30 or more hours per week","$80,000 - $99,999",Asian American or Asian,Graduate or professional degree,48,Female,5ef9338e3fa1390009d94b76
7/31/2022 12:30,7/31/2022 12:31,100,63,TRUE,7/31/2022 12:31,R_2tfipKq6IpS9i3g,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,79,Male,614e32cf6eacf837eb9d5c48
7/31/2022 12:31,7/31/2022 12:31,100,43,TRUE,7/31/2022 12:31,R_3HT7rGCgsGVR2XV,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,64,Female,629e61b75f541e7dfa66b1d6
7/31/2022 12:55,7/31/2022 12:57,100,109,TRUE,7/31/2022 12:57,R_2PpBb0KFgCmyOza,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,58,Female,5fba8ed9c7bb9a72a8c0ed8c
7/31/2022 13:02,7/31/2022 13:03,100,65,TRUE,7/31/2022 13:03,R_3iQknRoAYgxF2m7,"Not employed, looking for work","$40,000 - $59,999",African American or African (Non-Hispanic),Bachelor degree,50,Male,5cdb3e9caa4e2a00019a16bc
7/31/2022 13:04,7/31/2022 13:05,100,79,TRUE,7/31/2022 13:05,R_2PkhPIEhgeGABQX,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,66,Female,5e64807cef9fad1fc7efbba5
7/31/2022 13:04,7/31/2022 13:06,100,85,TRUE,7/31/2022 13:06,R_2tln3w1WqS2obtj,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",65,Female,593da6f286d9d600010c7940
7/31/2022 13:09,7/31/2022 13:10,100,76,TRUE,7/31/2022 13:10,R_2zYdc0YpDzYTzdS,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Associate degree,58,Male,614e009a60bd1fe68f588a91
7/31/2022 13:35,7/31/2022 13:36,100,61,TRUE,7/31/2022 13:36,R_wT3ZZFUHeB5oBwZ,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,69,Male,62a5afd2d2d51445953e979f
7/31/2022 13:49,7/31/2022 13:50,100,54,TRUE,7/31/2022 13:50,R_27Ik2eKgjFlzkQ8,Retired,"$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,68,Female,62940434ab235f273d982bd9
7/31/2022 14:09,7/31/2022 14:10,100,78,TRUE,7/31/2022 14:10,R_2s53UrkXdAg7pIM,"Disabled, not able to work","$0 - $19,999",Asian American or Asian,Bachelor degree,41,Female,5d0411c99b30c00001d0b8e9
7/31/2022 14:32,7/31/2022 14:33,100,61,TRUE,7/31/2022 14:33,R_3OcGEZ2R4rwTY4N,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",68,Female,5953e1ebf904fb00019d9c73
7/31/2022 14:45,7/31/2022 14:46,100,53,TRUE,7/31/2022 14:46,R_10vkDJcV0lQfN8h,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,58,Female,5b1f185488ee7400012b4b5c
7/31/2022 14:54,7/31/2022 14:56,100,94,TRUE,7/31/2022 14:56,R_OvxZDFrUwRAxp29,"Employed, working 1-29 hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Associate degree,48,Female,5d91e85278330700159f0a98
7/31/2022 14:56,7/31/2022 14:57,100,68,TRUE,7/31/2022 14:57,R_30dcMKMgc9DalAL,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",58,Female,60fd5890c582acdb00cee013
7/31/2022 14:57,7/31/2022 14:58,100,87,TRUE,7/31/2022 14:58,R_UGvHo3zuASkgZTX,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,63,Male,61523a4c57654b5cb6b7c5b0
7/31/2022 15:04,7/31/2022 15:05,100,56,TRUE,7/31/2022 15:05,R_2tbeQE5kYcJF6vu,"Employed, working 30 or more hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Graduate or professional degree,48,Female,620bdfa8a922fc3f247f71a0
7/31/2022 15:08,7/31/2022 15:09,100,40,TRUE,7/31/2022 15:09,R_2y3qYw3t0JBThyi,Retired,"$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",59,Male,5df7b79c6887bc562a3022c6
7/31/2022 15:13,7/31/2022 15:14,100,37,TRUE,7/31/2022 15:14,R_1QcsL0dbJ7TlPgx,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,61,Male,614e52ab400ebc4a5eb066eb
7/31/2022 15:53,7/31/2022 15:53,100,46,TRUE,7/31/2022 15:53,R_3pmqjbISqD9yJwz,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,64,Female,612ed8af9d93efd6ebb90ca5
7/31/2022 15:55,7/31/2022 15:56,100,92,TRUE,7/31/2022 15:56,R_Ugxw1o0Khw3amkN,Retired,"$0 - $19,999",African American or African (Non-Hispanic),Some college but no degree,49,Female,61706990debe1fe754bcbd61
7/31/2022 16:08,7/31/2022 16:10,100,107,TRUE,7/31/2022 16:10,R_OKdAr6SK7Uu2VBn,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,68,Female,6294f0bcc980931801a037d2
7/31/2022 16:14,7/31/2022 16:15,100,51,TRUE,7/31/2022 16:15,R_2wGJ937tmGFfEtV,"Employed, working 30 or more hours per week","$100,000 - $149,999","White or Caucasian (Non-Hispanic),Asian American or Asian",Graduate or professional degree,66,Male,5d42eb0db3dfc40018ab2c36
7/31/2022 16:31,7/31/2022 16:32,100,60,TRUE,7/31/2022 16:32,R_2BqzVGxqFwDQzqX,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,61,Male,614e40a70034d116c83ef9fb
7/31/2022 16:38,7/31/2022 16:39,100,78,TRUE,7/31/2022 16:39,R_a2HMzDnjAxgkWIN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,66,Female,62b1124d6586a24a48ffe1d5
7/31/2022 16:42,7/31/2022 16:43,100,63,TRUE,7/31/2022 16:43,R_1rlvQprauO7a54q,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,64,Female,62b5beb2634df44537eb05c3
7/31/2022 17:06,7/31/2022 17:08,100,107,TRUE,7/31/2022 17:08,R_1o7HhJe3mM0bDv2,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,61,Female,614a508a459c858a5ac5d2e1
7/31/2022 17:07,7/31/2022 17:11,100,221,TRUE,7/31/2022 17:11,R_10BZLSboYp3okLV,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",70,Female,614a3de3868f44760e9b0f80
7/31/2022 17:14,7/31/2022 17:15,100,52,TRUE,7/31/2022 17:15,R_OCC9YdpDNdt7VER,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,63,Female,5d10d287fcdaef001aaaa171
7/31/2022 17:33,7/31/2022 17:39,100,377,TRUE,7/31/2022 17:39,R_cvd9uytdeDymdYR,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,65,Female,5fb0195bd0a22f3783170168
7/31/2022 17:51,7/31/2022 17:52,100,69,TRUE,7/31/2022 17:52,R_1FtzPmFT81lkVY1,"Employed, working 30 or more hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Bachelor degree,65,Male,613e3d48abfa93beb2d97c3a
7/31/2022 17:53,7/31/2022 17:54,100,73,TRUE,7/31/2022 17:54,R_2S7v33AJeBUxiFt,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Associate degree,58,Male,5b2a3d8ba884a20001e3c807
7/31/2022 18:15,7/31/2022 18:17,100,95,TRUE,7/31/2022 18:17,R_w1UfvBJHa6CAco1,"Employed, working 30 or more hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Bachelor degree,57,Male,57210674951c9b0011d3eaaa
7/31/2022 18:22,7/31/2022 18:23,100,106,TRUE,7/31/2022 18:23,R_uaeaTwXTmzSJ2bT,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,58,Male,5e9f8d2463508412377fe12e
7/31/2022 18:26,7/31/2022 18:28,100,119,TRUE,7/31/2022 18:28,R_1Qyg0sRMQOKBr30,"Employed, working 30 or more hours per week","$150,000 or more",African American or African (Non-Hispanic),Bachelor degree,55,Male,628a4816764d2f993ee7493d
7/31/2022 19:42,7/31/2022 19:43,100,81,TRUE,7/31/2022 19:43,R_1IuQzNLHCoMEerJ,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,62,Female,5bd5043fc42fb3000141b227
7/31/2022 19:46,7/31/2022 19:47,100,31,TRUE,7/31/2022 19:47,R_3PTzLUYxi3G266J,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,61,Female,5d519e714d044f0001b6826c
7/31/2022 20:03,7/31/2022 20:04,100,68,TRUE,7/31/2022 20:04,R_3ewN58TcP3zuTXa,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,58,Female,61007966aff8c0392da61a00
7/31/2022 20:12,7/31/2022 20:13,100,48,TRUE,7/31/2022 20:13,R_3qpVef285YB0aV4,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,63,Male,5a87bd4aaa46dd00016bb9a8
7/31/2022 20:20,7/31/2022 20:21,100,57,TRUE,7/31/2022 20:21,R_1NgjaOlFjrOd54A,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,67,Female,5f4d2b4f0bee2410475399c7
7/31/2022 20:50,7/31/2022 20:51,100,75,TRUE,7/31/2022 20:51,R_3LXVvE3d6NVTVG8,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,61,Female,62e216cc1688e3ac291bda41
7/31/2022 21:23,7/31/2022 21:24,100,78,TRUE,7/31/2022 21:24,R_117MQGHBiZDdeVf,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,79,Male,6152b8943ef5c73934ed350a
7/31/2022 21:54,7/31/2022 21:55,100,59,TRUE,7/31/2022 21:55,R_3D0HoSBxUXkIOuD,"Not employed, looking for work","$0 - $19,999",African American or African (Non-Hispanic),Graduate or professional degree,62,Female,615c98ccbabc47c2af7a9592
7/30/2022 23:02,7/30/2022 23:03,88,29,FALSE,7/31/2022 23:03,R_277mDbW8e0tyONI,"Employed, working 30 or more hours per week","$150,000 or more",African American or African (Non-Hispanic),Graduate or professional degree,48,Male,57298879dfbb55000903bbbe
8/1/2022 3:17,8/1/2022 3:18,100,50,TRUE,8/1/2022 3:18,R_1IY4Py8nsGvRl1W,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,60,Female,6229ee11f6b5405956544966
8/1/2022 4:09,8/1/2022 4:10,100,41,TRUE,8/1/2022 4:10,R_3rS2lp5s0H8D2Gf,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,59,Female,6299b56f4e0a0c8a26fd3751
8/1/2022 4:58,8/1/2022 5:00,100,96,TRUE,8/1/2022 5:00,R_2CppG11MTlyD0lS,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,63,Male,5ea9e78822bb3115676e8296
8/1/2022 5:32,8/1/2022 5:33,100,84,TRUE,8/1/2022 5:33,R_r8hbwkbd9qBQPiF,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",62,Female,5d88dcb723dfcc00151fd043
8/1/2022 6:20,8/1/2022 6:20,100,44,TRUE,8/1/2022 6:20,R_2TyFuu2GSfwvnJV,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,66,Female,614d2d7401f5e91254949ebf
8/1/2022 6:28,8/1/2022 6:28,100,37,TRUE,8/1/2022 6:28,R_3E9DJXI67k6Tf3b,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,58,Female,598e325033481c000164d2aa
8/1/2022 6:52,8/1/2022 6:53,100,40,TRUE,8/1/2022 6:53,R_26luANUA3GCMjSx,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,68,Male,614e458a72bc57aca9db84d3
8/1/2022 6:55,8/1/2022 6:56,100,70,TRUE,8/1/2022 6:56,R_2Y65fG86bLBi6WR,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,62,Female,5ec571fbbe9f1b54ce2ea875
8/1/2022 7:10,8/1/2022 7:13,100,158,TRUE,8/1/2022 7:13,R_1FeMJZ5MOvHE2yh,"Employed, working 30 or more hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Graduate or professional degree,49,Male,610b77b6267f218488456d14
8/1/2022 7:35,8/1/2022 7:36,100,55,TRUE,8/1/2022 7:36,R_3rOhflcljVXSrsx,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",52,Male,5cf044c5e92fb100175d256f
8/1/2022 7:43,8/1/2022 7:44,100,58,TRUE,8/1/2022 7:44,R_3rOhuFFAMWPPWre,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,29,Male,5e830a42b7a9de01dbe5a430
8/1/2022 7:44,8/1/2022 7:45,100,51,TRUE,8/1/2022 7:45,R_cZar95znyzDcn61,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,34,Male,627524293d738cdeebb0d481
8/1/2022 7:46,8/1/2022 7:47,100,105,TRUE,8/1/2022 7:47,R_2dt2Bgd4ebPJRG1,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Some college but no degree,26,Male,61169c8d8c969d8281e4f9ab
8/1/2022 7:46,8/1/2022 7:47,100,71,TRUE,8/1/2022 7:47,R_3NL39XgcUtC5oAw,"Employed, working 30 or more hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Some college but no degree,25,Female,61004bf6f76062947ebc536d
8/1/2022 7:49,8/1/2022 7:50,100,52,TRUE,8/1/2022 7:50,R_3MEEniSE7DjgS6K,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,34,Female,5f5813ceb72358381554cbbe
8/1/2022 7:49,8/1/2022 7:50,100,55,TRUE,8/1/2022 7:50,R_29gYqou6ksZgbcC,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",24,Female,6110ddf8f352af9260aa7124
8/1/2022 7:50,8/1/2022 7:51,100,66,TRUE,8/1/2022 7:51,R_125VkCrXpXfs8Vv,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,35,Male,62baff515864573d3715f986
8/1/2022 7:51,8/1/2022 7:51,100,42,TRUE,8/1/2022 7:51,R_ywIKGlAX2fG54o9,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,28,Female,5e5cf8062e08c94b78b466e3
8/1/2022 7:51,8/1/2022 7:52,100,40,TRUE,8/1/2022 7:52,R_4U9QEEQzPN64OGJ,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29,Male,62e42b7d3f1250f392bbb13e
8/1/2022 7:49,8/1/2022 7:52,100,203,TRUE,8/1/2022 7:52,R_20M7nTZEYhCpNOS,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,57,Female,55b645b1fdf99b1c02906872
8/1/2022 7:53,8/1/2022 7:53,100,46,TRUE,8/1/2022 7:53,R_1qWgcR1kVidShjZ,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",35,Male,62e5b4b7f423b2896ddf303c
