,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
3422,2022-09-12 14:53:00,9/12/2022 14:56,IP Address,100,164,True,9/12/2022 14:56,R_pAHQdLzKoVsg6dz,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,360x800,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,B774706,arm1_control,,B774706,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 14:56,9/12/2022 14:57,IP Address,100.0,57.0,True,9/12/2022 14:57,R_1mUCYUv0s7nO8iL,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,61.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,1,1.0,,,Incomplete: Third Survey,False,,7,True
3424,2022-09-12 14:53:00,9/12/2022 14:57,IP Address,100,271,True,9/12/2022 14:57,R_31MpcUtUdPfpKv6,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1600x900,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,A few times a year,B734166,arm4_interactive,,B734166,0,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,True,True,9/12/2022 15:06,9/12/2022 15:07,IP Address,100.0,58.0,True,9/12/2022 15:07,R_3FXque192uTIce1,,,,,anonymous,EN,Retired,"$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",67.0,Female,True,Scam,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 15:12,9/12/2022 15:13,IP Address,23.0,54.0,False,9/13/2022 15:13,R_3rYXdRTwlk6Dciu,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",Yes,,,,,,,,True,1,True,2,1.0,0.0,0.0,Incomplete: Third Survey,False,,7,True
3423,2022-09-12 14:53:00,9/12/2022 14:57,IP Address,100,271,True,9/12/2022 14:57,R_31MpcUtUdPfpKv6,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1600x900,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,A few times a year,B734166,arm4_interactive,,B734166,0,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,True,True,9/12/2022 15:06,9/12/2022 15:07,IP Address,100.0,58.0,True,9/12/2022 15:07,R_3FXque192uTIce1,,,,,anonymous,EN,Retired,"$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",67.0,Female,True,Scam,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 15:13,9/12/2022 15:14,IP Address,100.0,68.0,True,9/12/2022 15:14,R_8ko5JlX65Y5wCVb,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,,True,1,True,2,1.0,1.0,0.0,Keep,False,False,7,True
3425,2022-09-12 14:58:00,9/12/2022 15:03,IP Address,100,282,True,9/12/2022 15:03,R_3pr1ZSHhGylr6CT,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1536x864,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Agree,Agree,Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,B947885,arm3_tips,,B947885,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 15:03,9/12/2022 15:06,IP Address,100.0,154.0,True,9/12/2022 15:06,R_2cCM30iHb2cDt75,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999","White or Caucasian (Non-Hispanic),Asian American or Asian",Some college but no degree,,Male,True,Real,,,Real,,,Real,,,Real,,,Real,Click,Details,Real,Click,,Real,,,Real,,Details,Real,,,Real,,,True,True,9/12/2022 15:13,9/12/2022 15:14,IP Address,100.0,110.0,True,9/12/2022 15:14,R_2PmSJTz9JE8z4jr,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Hardly ever,Hardly ever,Hardly ever,,True,1,True,2,4.0,3.0,0.0,Keep,False,False,7,True
3428,2022-09-12 15:02:00,9/12/2022 15:15,IP Address,100,748,True,9/12/2022 15:15,R_3Jh3rTwGusJ40Tk,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Macintosh,1920x1080,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,B601925,arm2_generalinfo,,B601925,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 15:15,9/12/2022 15:16,IP Address,100.0,52.0,True,9/12/2022 15:16,R_32Y25YsGGTsi3D2,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,72.0,Male,True,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 15:18,9/12/2022 15:19,IP Address,100.0,58.0,True,9/12/2022 15:19,R_3KJCFljsO7GCHu6,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,"10,000",No,No,Hardly ever,Hardly ever,Hardly ever,,True,1,True,4,1.0,0.0,0.0,Keep,False,False,7,True
3426,2022-09-12 15:05:00,9/12/2022 15:11,IP Address,100,364,True,9/12/2022 15:11,R_3KDhK1ijkp1MPwm,,,,,anonymous,EN,Yes,,,Edge,105.0.1343.33,Windows NT 10.0,2048x1152,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Strongly Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,B230030,arm2_generalinfo,,B230030,1,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 15:11,9/12/2022 15:13,IP Address,100.0,109.0,True,9/12/2022 15:13,R_3R3cTbgQ6cvmnLN,,,,,anonymous,EN,Retired,"$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,64.0,Male,True,Real,,,Real,,Details,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,True,True,9/12/2022 15:23,9/12/2022 15:25,IP Address,100.0,94.0,True,9/12/2022 15:25,R_2siOvpQ655vdyjT,,,,,anonymous,EN,,,,,Yes,Some of the time,Some of the time,Some of the time,,True,1,True,3,4.0,2.0,0.0,Keep,False,False,7,True
3771,2022-09-12 15:06:00,9/12/2022 15:07,IP Address,23,84,False,9/13/2022 15:07,R_ClbSJQ8exyP3r45,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B766025,notSet,,B766025,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,0,,,,Incomplete: First Survey,False,,7,True
3427,2022-09-12 15:09:00,9/12/2022 15:12,IP Address,100,176,True,9/12/2022 15:12,R_1eV840qzq48CgDo,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B838206,notSet,,B838206,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,1,,,,No to Consent: First Survey,False,,7,True
3429,2022-09-12 15:15:00,9/12/2022 15:21,IP Address,100,363,True,9/12/2022 15:21,R_3svs3zSTfV3cuBQ,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,360x780,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Agree,Slightly Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Once a week,B152186,arm1_control,,B152186,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 15:21,9/12/2022 15:22,IP Address,100.0,98.0,True,9/12/2022 15:22,R_1dGEWmHu3wzWvRE,,,,,anonymous,EN,"Disabled, not able to work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",54.0,Female,True,Both,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 15:33,9/12/2022 15:35,IP Address,100.0,98.0,True,9/12/2022 15:35,R_2riuWImvKvNO6k2,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,1500,Yes,No,Hardly ever,Hardly ever,Hardly ever,,True,1,True,3,3.0,2.0,0.0,Keep,False,False,7,True
3430,2022-09-12 15:15:00,9/12/2022 15:21,IP Address,100,333,True,9/12/2022 15:21,R_3hitlvolFG29GyB,,,,,anonymous,EN,Yes,,,Firefox,104,Android 12,360x800,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Once a month,B240167,arm4_interactive,,B240167,3,1,Both,Click,,Real,Click,,Both,,,Both,Click,,Both,,,Scam,Click,,Both,Click,Details,Scam,Click,Details,True,True,9/12/2022 15:41,9/12/2022 15:42,IP Address,100.0,68.0,True,9/12/2022 15:42,R_DdXk9302ssvX3R7,,,,,anonymous,EN,Retired,"$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,63.0,Male,True,Real,,,Scam,,Details,Scam,,,Scam,Click,,Real,,Details,Scam,,,Real,,,Real,,Details,Scam,,,Scam,,,True,True,9/12/2022 15:48,9/12/2022 15:50,IP Address,100.0,97.0,True,9/12/2022 15:50,R_1JKKl1GfqUIf06V,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,2200,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,,True,1,True,3,2.0,2.0,0.0,Keep,False,False,7,True
3431,2022-09-12 15:15:00,9/12/2022 15:21,IP Address,100,333,True,9/12/2022 15:21,R_3hitlvolFG29GyB,,,,,anonymous,EN,Yes,,,Firefox,104,Android 12,360x800,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Once a month,B240167,arm4_interactive,,B240167,3,1,Both,Click,,Real,Click,,Both,,,Both,Click,,Both,,,Scam,Click,,Both,Click,Details,Scam,Click,Details,True,True,9/12/2022 15:50,9/12/2022 15:51,IP Address,100.0,29.0,True,9/12/2022 15:51,R_3snxNKL1DwSLua2,,,,,anonymous,EN,,,I prefer not to say,Graduate or professional degree,,Prefer not to answer,True,Real,,,Scam,,Details,Scam,,,Scam,Click,,Real,,Details,Scam,,,Real,,,Real,,Details,Scam,,,Scam,,,True,True,9/12/2022 15:48,9/12/2022 15:50,IP Address,100.0,97.0,True,9/12/2022 15:50,R_1JKKl1GfqUIf06V,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,2200,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,,True,1,True,3,0.0,2.0,0.0,Dup PID within current Version,False,True,7,True
3432,2022-09-12 15:17:00,9/12/2022 15:23,IP Address,100,377,True,9/12/2022 15:23,R_2WIuYxtgvt0s3oY,,,,,anonymous,EN,Yes,,,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Agree,Slightly Agree,Once a week,B220485,arm3_tips,,B220485,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 15:23,9/12/2022 15:25,IP Address,100.0,78.0,True,9/12/2022 15:25,R_1QEZxnxeoX344F5,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",64.0,Female,True,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,True,True,9/12/2022 15:28,9/12/2022 15:31,IP Address,100.0,150.0,True,9/12/2022 15:31,R_269AitM3rvjiGoa,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,,True,1,True,3,3.0,4.0,0.0,Keep,False,False,7,True
3433,2022-09-12 15:19:00,9/12/2022 15:24,IP Address,100,310,True,9/12/2022 15:24,R_3P6PHMRzRZeuNQu,,,,,anonymous,EN,Yes,,,Firefox,104,Windows NT 10.0,1536x864,Some,Basically content,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,B686051,arm3_tips,,B686051,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 15:24,9/12/2022 15:25,IP Address,100.0,63.0,True,9/12/2022 15:25,R_11aVCWzZgX03bDK,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",53.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 15:31,9/12/2022 15:33,IP Address,100.0,108.0,True,9/12/2022 15:33,R_2DNXYdft4vsRmv0,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,$200 ,Yes,No,Some of the time,Some of the time,Some of the time,,True,1,True,3,2.0,3.0,0.0,Keep,False,False,7,True
3772,2022-09-12 15:20:00,9/12/2022 15:22,IP Address,50,168,False,9/13/2022 15:22,R_2f3D932gyCe40VQ,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 9,320x658,,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,B665081,notSet,,B665081,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,1,,,,Incomplete: First Survey,False,,7,True
3436,2022-09-12 15:23:00,9/12/2022 15:27,IP Address,100,227,True,9/12/2022 15:27,R_4YsoShVYeQ7w5cl,,,,,anonymous,EN,Yes,,,Safari iPad,14.1.1,iPad,768x1024,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Once a month,B110048,arm1_control,,B110048,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 15:27,9/12/2022 15:28,IP Address,100.0,60.0,True,9/12/2022 15:28,R_3FKYZKF0Lb8rHIS,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,58.0,Female,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 15:32,9/12/2022 15:32,IP Address,46.0,46.0,False,9/13/2022 15:32,R_2uQZUGunOri2byU,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Not Sure,No,,,,,True,1,True,2,2.0,0.0,0.0,Keep,False,False,7,True
3434,2022-09-12 15:23:00,9/12/2022 15:26,IP Address,100,205,True,9/12/2022 15:26,R_5cB5CGiGNhjnWx3,,,,,anonymous,EN,Yes,,,Chrome iPhone,105.0.5195.100,iPhone,375x812,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,B104915,arm4_interactive,,B104915,0,0,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,True,True,9/12/2022 15:28,9/12/2022 15:29,IP Address,100.0,35.0,True,9/12/2022 15:29,R_1DJ61KPxBE096DR,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,43.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 15:30,9/12/2022 15:31,IP Address,100.0,44.0,True,9/12/2022 15:31,R_2ZEQRFZp4NvZQ27,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,,True,1,True,1,0.0,0.0,0.0,Keep,False,False,7,True
3435,2022-09-12 15:25:00,9/12/2022 15:26,IP Address,100,58,True,9/12/2022 15:26,R_12co5Y1YLis4Yr0,,,,,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B732299,notSet,,B732299,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,0,,,,No to Consent: First Survey,False,,7,True
3773,2022-09-12 15:26:00,9/12/2022 15:27,IP Address,23,14,False,9/13/2022 15:27,R_A1KlbDc0lF12FvX,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B88554,notSet,,B88554,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,0,,,,Incomplete: First Survey,False,,6,True
3437,2022-09-12 15:26:00,9/12/2022 15:29,IP Address,100,172,True,9/12/2022 15:29,R_3lPuZA3KwvsNUFq,,,,,anonymous,EN,Yes,,,Chrome,99.0.4844.88,Android 12,360x800,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,A few times a year,B531400,arm2_generalinfo,,B531400,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 15:29,9/12/2022 15:30,IP Address,100.0,35.0,True,9/12/2022 15:30,R_3oGiVKWRzVfPRBv,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,33.0,Female,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Real,,,True,True,9/12/2022 15:31,9/12/2022 15:32,IP Address,100.0,31.0,True,9/12/2022 15:32,R_UGYwLRKZm7jG51L,,,,,anonymous,EN,,,,,No,Often,Some of the time,Some of the time,,True,1,True,1,0.0,0.0,0.0,Keep,False,False,7,True
3439,2022-09-12 15:28:00,9/12/2022 15:35,IP Address,100,455,True,9/12/2022 15:35,R_2WBzn1WacYkIKli,,,,,anonymous,EN,Yes,,,Edge,105.0.1343.33,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Disagree,A few times a year,B39611,arm3_tips,,B39611,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 15:35,9/12/2022 15:37,IP Address,100.0,104.0,True,9/12/2022 15:37,R_RwXinou9YvdWVFf,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,49.0,Female,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 15:43,9/12/2022 15:45,IP Address,100.0,113.0,True,9/12/2022 15:45,R_1dy1CVf0KgGRbAl,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,,True,1,True,4,3.0,3.0,0.0,Keep,False,False,6,True
