StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,surveyArm,PROLIFIC_PID,PID
8/16/2022 21:22,8/16/2022 21:25,IP Address,100,183,TRUE,8/16/2022 21:25,R_31uymvNENq9UF2i,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1536x864,Very little,Angry,Never,Government should do more to solve problems.,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Slightly Disagree,Disagree,A few times a year,arm2_generalinfo,5a08c9a7f2e3460001edb063,5a08c9a7f2e3460001edb063
8/16/2022 21:23,8/16/2022 21:25,IP Address,100,139,TRUE,8/16/2022 21:25,R_1f9RNmRu67nRBwR,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1200,Quite a lot,Basically content,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Slightly Agree,Agree,Agree,Once a week,arm3_tips,605ff0746397c26c436b88af,605ff0746397c26c436b88af
8/16/2022 21:23,8/16/2022 21:25,IP Address,100,103,TRUE,8/16/2022 21:25,R_1pGAdOo4u6gLXfb,,,,,anonymous,EN,Yes,,Safari iPhone,15.5,iPhone,414x896,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,arm1_control,61415e4e227ff90384f081c6,61415e4e227ff90384f081c6
8/16/2022 21:23,8/16/2022 21:25,IP Address,100,126,TRUE,8/16/2022 21:25,R_301QqnyrZPTlgu3,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,390x844,Some,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,arm1_control,5e31413cfbc3bf1203ea5d68,5e31413cfbc3bf1203ea5d68
8/16/2022 21:20,8/16/2022 21:26,IP Address,100,339,TRUE,8/16/2022 21:26,R_2fk3OA3SE4paDjc,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1440x900,None at all,Angry,Never,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,arm4_interactive,60ddf5abb47cc02285793096,60ddf5abb47cc02285793096
8/16/2022 21:22,8/16/2022 21:26,IP Address,100,243,TRUE,8/16/2022 21:26,R_3KC2cWTVv2E9Tth,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Once a month,arm4_interactive,5d073bbfffd6f0000150a7eb,5d073bbfffd6f0000150a7eb
8/16/2022 21:21,8/16/2022 21:26,IP Address,100,340,TRUE,8/16/2022 21:26,R_sqehTCC22j4ihqx,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,Android 10,412x846,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Once a week,arm3_tips,569b09adaf9ad7000c64464a,569b09adaf9ad7000c64464a
8/16/2022 21:22,8/16/2022 21:26,IP Address,100,247,TRUE,8/16/2022 21:26,R_8vxvqnLc0X4UwN3,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,414x896,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Disagree,Once a month,arm2_generalinfo,5f4b5f7f84ba2772038e7f0f,5f4b5f7f84ba2772038e7f0f
8/16/2022 21:21,8/16/2022 21:27,IP Address,100,321,TRUE,8/16/2022 21:27,R_1jVcbnzSCm64FjT,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,arm4_interactive,60fe3f623a905f955c654cb5,60fe3f623a905f955c654cb5
8/16/2022 21:25,8/16/2022 21:28,IP Address,100,161,TRUE,8/16/2022 21:28,R_3s6wRmE0JcsPno6,,,,,anonymous,EN,Yes,,Safari iPhone,16,iPhone,375x812,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Disagree,Slightly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Once a month,arm1_control,5da3a4311dc4400014d57008,5da3a4311dc4400014d57008
8/16/2022 21:26,8/16/2022 21:28,IP Address,100,157,TRUE,8/16/2022 21:28,R_2B4fbqpE7pUhpyZ,,,,,anonymous,EN,Yes,,Safari,15.6,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Once a week,arm2_generalinfo,60fdce3c424a721db4244e94,60fdce3c424a721db4244e94
8/16/2022 21:28,8/16/2022 21:29,IP Address,100,117,TRUE,8/16/2022 21:29,R_eVxXQmc6S7ocMZX,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,2560x1440,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Once a week,arm1_control,5cabc2ee9c7620001214f395,5cabc2ee9c7620001214f395
8/16/2022 21:23,8/16/2022 21:30,IP Address,100,369,TRUE,8/16/2022 21:30,R_1dMh2Dcz3cUAVJ7,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Once a week,arm3_tips,5f481f0a4810bc2d025c56f4,5f481f0a4810bc2d025c56f4
8/16/2022 21:29,8/16/2022 21:30,IP Address,100,102,TRUE,8/16/2022 21:30,R_3MMd7CI1KcrJJaX,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,414x896,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,A few times a week / Daily,arm1_control,62fbd8c2a4844173371cfaac,62fbd8c2a4844173371cfaac
8/16/2022 21:27,8/16/2022 21:30,IP Address,100,181,TRUE,8/16/2022 21:30,R_23VmPtgWRFNtNIZ,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1440x900,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Once a month,arm1_control,61146b9fff46c3fb09a5dfa2,61146b9fff46c3fb09a5dfa2
8/16/2022 21:27,8/16/2022 21:31,IP Address,100,201,TRUE,8/16/2022 21:31,R_2rjVXrtI85VyRlv,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1280x800,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Once a week,arm3_tips,5d0e8ac2d48387001a6ab671,5d0e8ac2d48387001a6ab671
8/16/2022 21:29,8/16/2022 21:31,IP Address,100,122,TRUE,8/16/2022 21:31,R_9HMCuaS2caBHt9D,,,,,anonymous,EN,Yes,,Safari,15.3,Macintosh,810x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,arm2_generalinfo,5cba534ff7b6150017add408,5cba534ff7b6150017add408
8/16/2022 21:27,8/16/2022 21:32,IP Address,100,291,TRUE,8/16/2022 21:32,R_2q9KCVmRRXlp0c8,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Android 11,385x854,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,A few times a year,arm4_interactive,615dd5ed4fd5b2c64eee7e99,615dd5ed4fd5b2c64eee7e99
8/16/2022 21:28,8/16/2022 21:33,IP Address,100,266,TRUE,8/16/2022 21:33,R_1gNpVamLgS64UwM,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1360x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,arm4_interactive,5c53a745db44c600010d7612,5c53a745db44c600010d7612
8/16/2022 21:31,8/16/2022 21:33,IP Address,100,150,TRUE,8/16/2022 21:33,R_29ojs55hqs4d6EI,,,,,anonymous,EN,Yes,,Safari iPhone,15.6,iPhone,375x812,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Once a week,arm3_tips,599873e805a0e30001f1ff3d,599873e805a0e30001f1ff3d
8/16/2022 21:32,8/16/2022 21:33,IP Address,100,88,TRUE,8/16/2022 21:33,R_2qaqW9bXjtBGUWQ,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Once a month,arm2_generalinfo,5ec5a42a646f515ef0e3f68b,5ec5a42a646f515ef0e3f68b
8/16/2022 21:33,8/16/2022 21:34,IP Address,100,58,TRUE,8/16/2022 21:34,R_BJlG9K3EIO5wwsF,,,,,anonymous,EN,Yes,,Chrome,103.0.0.0,Macintosh,1280x800,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Once a month,arm4_interactive,5f4eb2627e587d0eb6e89ba3,5f4eb2627e587d0eb6e89ba3
8/16/2022 21:30,8/16/2022 21:34,IP Address,100,211,TRUE,8/16/2022 21:34,R_TjZAu67QjEWEcKd,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Android 12,384x854,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Strongly Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Strongly Disagree,Once a month,arm4_interactive,5dfb2e24e780218435ff4f97,5dfb2e24e780218435ff4f97
8/16/2022 21:29,8/16/2022 21:34,IP Address,100,299,TRUE,8/16/2022 21:34,R_3JF8rUI8tlcLsTT,,,,,anonymous,EN,Yes,,Firefox,103,Windows NT 10.0,1280x720,None at all,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,arm2_generalinfo,628e5f283594e1a48a04886f,628e5f283594e1a48a04886f
8/16/2022 21:31,8/16/2022 21:34,IP Address,100,177,TRUE,8/16/2022 21:34,R_3EurEtVA2mrAh8a,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1280x800,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Agree,Slightly Agree,Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Once a week,arm3_tips,5c327f67cced450001d49ea4,5c327f67cced450001d49ea4
8/16/2022 21:31,8/16/2022 21:35,IP Address,100,209,TRUE,8/16/2022 21:35,R_ptQ7A2IJQPQ2l7H,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,arm1_control,62fb8e25cbb07be9b64e82f6,62fb8e25cbb07be9b64e82f6
8/16/2022 21:33,8/16/2022 21:35,IP Address,100,142,TRUE,8/16/2022 21:35,R_3KmtA6McT0S4Rfb,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Once a month,arm2_generalinfo,611b38dea7f1754225fa39bf,611b38dea7f1754225fa39bf
8/16/2022 21:34,8/16/2022 21:37,IP Address,100,175,TRUE,8/16/2022 21:37,R_1I5G8TnKhWpn3Yy,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Android 11,534x854,None at all,Angry,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a week / Daily,arm4_interactive,5bcbfa2832e46700016f1c1d,5bcbfa2832e46700016f1c1d
8/16/2022 21:36,8/16/2022 21:37,IP Address,100,46,TRUE,8/16/2022 21:37,R_AHGcRmWfE4WE5Bn,,,,,anonymous,EN,Yes,,Safari,13.1.2,Macintosh,414x736,Very little,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Slightly Disagree,Disagree,Slightly Disagree,Agree,Agree,Disagree,Slightly Disagree,Strongly Agree,Disagree,Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,arm3_tips,604a2aebd3928c04011454d7,604a2aebd3928c04011454d7
8/16/2022 21:31,8/16/2022 21:38,IP Address,100,386,TRUE,8/16/2022 21:38,R_tQigWlPOyMj9TGh,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,A few times a week / Daily,arm1_control,62fb383ce16d6921d1c2c2b8,62fb383ce16d6921d1c2c2b8
8/16/2022 21:33,8/16/2022 21:38,IP Address,100,257,TRUE,8/16/2022 21:38,R_3CNuAj86D7YLbnj,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1536x864,Some,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,A few times a week / Daily,arm1_control,605a670b3c69e6bf7a623de1,605a670b3c69e6bf7a623de1
8/16/2022 21:33,8/16/2022 21:38,IP Address,100,303,TRUE,8/16/2022 21:38,R_3nGVtVSdjF4EjRX,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1536x864,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A few times a week / Daily,arm3_tips,616b77ca71a5882a5c40cb2d,616b77ca71a5882a5c40cb2d
8/16/2022 21:34,8/16/2022 21:38,IP Address,100,245,TRUE,8/16/2022 21:38,R_1Dr6LzqtpBzrArt,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Once a week,arm2_generalinfo,60fd8ea8f09cb8f21284d176,60fd8ea8f09cb8f21284d176
8/16/2022 21:36,8/16/2022 21:38,IP Address,100,151,TRUE,8/16/2022 21:38,R_3DbcHC888QTTGkw,,,,,anonymous,EN,Yes,,Safari,14.1.1,Macintosh,390x844,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Strongly Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,A few times a week / Daily,arm1_control,6102d5e6ff92a8dd0cce6b8f,6102d5e6ff92a8dd0cce6b8f
8/16/2022 21:28,8/16/2022 21:38,IP Address,100,625,TRUE,8/16/2022 21:38,R_2ZKtfry8aUR24Ie,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Android 10,412x846,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Disagree,Strongly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Once a month,arm4_interactive,610b1e83056a8a19d10c0dcf,610b1e83056a8a19d10c0dcf
8/16/2022 21:34,8/16/2022 21:39,IP Address,100,285,TRUE,8/16/2022 21:39,R_vITGmE0ruoF0OFX,,,,,anonymous,EN,Yes,,Chrome,99.0.4844.88,Android 12,385x854,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Strongly Disagree,Once a month,arm2_generalinfo,5d6420263e95f50001053ce4,5d6420263e95f50001053ce4
8/16/2022 21:38,8/16/2022 21:39,IP Address,100,68,TRUE,8/16/2022 21:39,R_3n7M6zrJWqaNjwK,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Android 12,384x854,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,A few times a year,arm1_control,594c1658647e0600014f7faf,594c1658647e0600014f7faf
8/16/2022 21:35,8/16/2022 21:39,IP Address,100,245,TRUE,8/16/2022 21:39,R_3fQ30mZME55M4FT,,,,,anonymous,EN,Yes,,Edge,104.0.1293.54,Windows NT 10.0,1536x864,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,arm2_generalinfo,60de538ddef862f44cd71c8f,60de538ddef862f44cd71c8f
8/16/2022 21:36,8/16/2022 21:40,IP Address,100,184,TRUE,8/16/2022 21:40,R_324k10JuOIvzDsF,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1366x768,None at all,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,A few times a year,arm2_generalinfo,60259f94a70f04165ff2a5b9,60259f94a70f04165ff2a5b9
8/16/2022 21:37,8/16/2022 21:40,IP Address,100,161,TRUE,8/16/2022 21:40,R_3fDBPo7G1PgwUGm,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1536x864,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Agree,Agree,Disagree,Slightly Agree,Disagree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Once a week,arm4_interactive,62e0326dbbda328df3ceade2,62e0326dbbda328df3ceade2
8/16/2022 21:38,8/16/2022 21:40,IP Address,100,156,TRUE,8/16/2022 21:40,R_3HuZxr02wJGnEvQ,,,,,anonymous,EN,Yes,,Chrome,104.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,A few times a year,arm1_control,604534135068a362bdd24b33,604534135068a362bdd24b33
