StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Employment,TotalIncome,Race,Education,Age_1,Gender,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,KeepResponse,PID
8/16/2022 22:02,8/16/2022 22:03,IP Address,100,75,TRUE,8/16/2022 22:03,R_1NajzOs7ByNac9h,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",Asian American or Asian,Bachelor degree,33,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",6282857dd18c09327fb1b33b
8/16/2022 22:02,8/16/2022 22:03,IP Address,100,89,TRUE,8/16/2022 22:03,R_07yWoThdTVlJiWB,,,,,anonymous,EN,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,23,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,"Yes, use the responses.",610247cdbc9b348fd6601cb3
8/16/2022 21:44,8/16/2022 22:04,IP Address,100,1191,TRUE,8/16/2022 22:04,R_78uBUPGCPxQLMT7,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",Asian American or Asian,Bachelor degree,24,Male,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,2500,Yes,Yes,"Yes, use the responses.",628b9671074e6ea7b5867a57
8/16/2022 22:03,8/16/2022 22:04,IP Address,100,60,TRUE,8/16/2022 22:04,R_CjZ5B8dYtWyA3mx,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",Other,Some college but no degree,27,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5e74117e1a8ec4000950defa
8/16/2022 22:03,8/16/2022 22:04,IP Address,100,37,TRUE,8/16/2022 22:04,R_2qDTqqNgqpI835h,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,23,Female,,,,,Yes,"Yes, use the responses.",5c0c23a7217d60000112173a
8/16/2022 22:02,8/16/2022 22:04,IP Address,100,120,TRUE,8/16/2022 22:04,R_2w6SGGW8DYwLJZH,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,24,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,,Yes,"Yes, use the responses.",6131ba00bd67d2702e9a3c8d
8/16/2022 22:04,8/16/2022 22:05,IP Address,100,77,TRUE,8/16/2022 22:05,R_1FK7ReZP1xfPQBq,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",Asian American or Asian,Graduate or professional degree,26,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",62cb89ec5a20189842858401
8/16/2022 22:06,8/16/2022 22:07,IP Address,100,60,TRUE,8/16/2022 22:07,R_2eX2oH8X99IdhKl,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Bachelor degree,23,Female,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5d62239454f7a50001c70f03
8/16/2022 22:06,8/16/2022 22:07,IP Address,100,86,TRUE,8/16/2022 22:07,R_3JD9biwG7vaAwPX,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,49,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5ec5658b7bc176386f27f9d6
8/16/2022 22:06,8/16/2022 22:07,IP Address,100,58,TRUE,8/16/2022 22:07,R_1rJ4LdyAeh30N54,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",628510a698e9e63b21ef9139
8/16/2022 22:06,8/16/2022 22:07,IP Address,100,87,TRUE,8/16/2022 22:07,R_1mXihias9ZaFSJH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,27,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",62edd25b9e7602dd4ee2d480
8/16/2022 22:06,8/16/2022 22:07,IP Address,100,74,TRUE,8/16/2022 22:07,R_1iqbHLOkb3DEVmp,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",58,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",5750d1dea9de4b0006e556da
8/16/2022 22:06,8/16/2022 22:08,IP Address,100,109,TRUE,8/16/2022 22:08,R_2tExYZjmFVoy6t1,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,29,Other,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",60b7a06485e94dc80e78e713
8/16/2022 22:06,8/16/2022 22:08,IP Address,100,112,TRUE,8/16/2022 22:08,R_sAmuGfIFJ7OURmp,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,51,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5dd5fdd811b0bd5ac65a9b3a
8/16/2022 22:07,8/16/2022 22:08,IP Address,100,102,TRUE,8/16/2022 22:08,R_x91w0nE1BLM9m6t,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,30,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",62868bacaa566e62dd4a40f7
8/16/2022 22:07,8/16/2022 22:09,IP Address,100,113,TRUE,8/16/2022 22:09,R_C4zEYYGCfCLZXr3,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,37,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",61071715ef66759482346ce4
8/16/2022 22:08,8/16/2022 22:09,IP Address,100,69,TRUE,8/16/2022 22:09,R_e5Jb1iU2YXYOG4h,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",Hispanic,Bachelor degree,23,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",600e0ed8e2de3f42b6b87c7a
8/16/2022 22:08,8/16/2022 22:10,IP Address,100,88,TRUE,8/16/2022 22:10,R_2dhZBUz4PunDiDN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,35,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,6000,Yes,Yes,"Yes, use the responses.",5d9d5e2e43c6e300159417ae
8/16/2022 22:09,8/16/2022 22:11,IP Address,100,77,TRUE,8/16/2022 22:11,R_0DR4dxQR5F6SVX3,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Graduate or professional degree,30,Female,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,"Yes, use the responses.",6298eed2bfd985c0011572c5
8/16/2022 22:10,8/16/2022 22:11,IP Address,100,42,TRUE,8/16/2022 22:11,R_YYycYZM8H8SSsYp,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Bachelor degree,22,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,"Yes, use the responses.",62ec6694c12a233950f64486
8/16/2022 22:09,8/16/2022 22:11,IP Address,100,90,TRUE,8/16/2022 22:11,R_3oAwv1FxIkUQ4LY,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,37,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5c99901553deaa0014cc1565
8/16/2022 22:10,8/16/2022 22:11,IP Address,100,63,TRUE,8/16/2022 22:11,R_vcSI7QNM9odSfN7,,,,,anonymous,EN,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",22,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",62eee9fbde439d5853ce2efb
8/16/2022 22:10,8/16/2022 22:11,IP Address,100,56,TRUE,8/16/2022 22:11,R_25WOBdyvs1jWFUC,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,25,Male,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",606492360e422d12dc63000e
8/16/2022 22:10,8/16/2022 22:11,IP Address,100,65,TRUE,8/16/2022 22:11,R_6t0dCpylLW5wLuN,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",,Some college but no degree,20,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,"Yes, use the responses.",60ff0061c1f8b5e7057f9ae3
8/16/2022 22:11,8/16/2022 22:12,IP Address,100,80,TRUE,8/16/2022 22:12,R_OE9g2lZnubWRpzb,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,38,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,"Yes, use the responses.",61074ae762b0186a302f1028
8/16/2022 22:11,8/16/2022 22:12,IP Address,100,101,TRUE,8/16/2022 22:12,R_1fm6NzmbFNNgkIA,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",African American or African (Non-Hispanic),Bachelor degree,37,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",62d9b8f821e545b0a264bc77
8/16/2022 22:11,8/16/2022 22:13,IP Address,100,91,TRUE,8/16/2022 22:13,R_SDhwPNFjbeSyMsF,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,44,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",62e33513e972718797c9aaeb
8/16/2022 22:12,8/16/2022 22:13,IP Address,100,78,TRUE,8/16/2022 22:13,R_2cjgDGBZ3zKxWIJ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,32,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",55132578fdf99b1b0568bdb8
8/16/2022 22:11,8/16/2022 22:13,IP Address,100,115,TRUE,8/16/2022 22:13,R_5gRVuw9jf7DSwAF,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,45,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",5ca2d3dd010c73001606b7d8
8/16/2022 22:13,8/16/2022 22:14,IP Address,100,61,TRUE,8/16/2022 22:14,R_31TXtLj2Vqog83n,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",18,Female,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",62903fb4a5cf8345fc23c0af
8/16/2022 22:13,8/16/2022 22:15,IP Address,100,98,TRUE,8/16/2022 22:15,R_3PG1zKmq4ZZbyrw,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",35,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",6294ea611ee4f49421c6b905
8/16/2022 22:12,8/16/2022 22:15,IP Address,100,180,TRUE,8/16/2022 22:15,R_2eajf4DQibx5OFq,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",31,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",600e661d49a93a6ec48ebb45
8/16/2022 22:14,8/16/2022 22:15,IP Address,100,87,TRUE,8/16/2022 22:15,R_DHxDVNnpQsSMDBf,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,22,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",61269a65a940e5e364f93a60
8/16/2022 22:15,8/16/2022 22:17,IP Address,100,82,TRUE,8/16/2022 22:17,R_2eVGTlvopD4DQQW,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,37,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,"Yes, use the responses.",61bb388340db417c1a138c85
8/16/2022 22:16,8/16/2022 22:18,IP Address,100,110,TRUE,8/16/2022 22:18,R_1BUZ4fKNEMY7Y0q,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,40,Female,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",62b4babe7f02be73f830f128
8/16/2022 22:08,8/16/2022 22:18,IP Address,100,592,TRUE,8/16/2022 22:18,R_wMldgW5HFpQlaO5,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,35,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,Yes,"Yes, use the responses.",5c47d714a8703f0001b6e780
8/16/2022 22:16,8/16/2022 22:18,IP Address,100,101,TRUE,8/16/2022 22:18,R_bIejS1OTMwGd6b7,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,38,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,Yes,Yes,"Yes, use the responses.",5dd43c63390fb6428d4974f0
8/16/2022 22:17,8/16/2022 22:18,IP Address,100,90,TRUE,8/16/2022 22:18,R_2QGvaviMUn0CDXj,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,38,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5ffe6b8b773ec452c1d28adc
8/16/2022 22:16,8/16/2022 22:18,IP Address,100,107,TRUE,8/16/2022 22:18,R_2OUZOiLSj9i6Yyc,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,22,Female,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",5e2b0f49e0c1bf14ffba5b1b
8/16/2022 22:17,8/16/2022 22:18,IP Address,100,96,TRUE,8/16/2022 22:18,R_1ILEZHZCgBCumtu,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,48,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,"Yes, use the responses.",615d2c8c1f115ada18a68869
8/16/2022 22:17,8/16/2022 22:18,IP Address,100,72,TRUE,8/16/2022 22:18,R_sEWDrjGc3h45gY1,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,27,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",610587d63a8932ac5c188b79
8/16/2022 22:17,8/16/2022 22:19,IP Address,100,61,TRUE,8/16/2022 22:19,R_3JItSIfhDTwNvxa,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",22,Female,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",6110b51bf43f377f957c80df
8/16/2022 22:17,8/16/2022 22:19,IP Address,100,107,TRUE,8/16/2022 22:19,R_2Pk9i8aKurmRZC2,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Some college but no degree,21,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,"Yes, use the responses.",5c716382891e320001247549
8/16/2022 22:13,8/16/2022 22:19,IP Address,100,350,TRUE,8/16/2022 22:19,R_1rv6q7YzygDFt6r,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999","Asian American or Asian,Hispanic",Some college but no degree,20,Male,Other,No,,No,No,"Yes, use the responses.",62bb37524b28a7345399c18c
8/16/2022 22:18,8/16/2022 22:20,IP Address,100,109,TRUE,8/16/2022 22:20,R_2Y3t8Dz7VKxt2Jd,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,25,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,"Yes, use the responses.",62d03b641e41720847bf98aa
8/16/2022 22:19,8/16/2022 22:20,IP Address,100,105,TRUE,8/16/2022 22:20,R_XY5jazkrzjwUa53,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,33,Female,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5a6f60e4efd3a7000120f057
8/16/2022 22:19,8/16/2022 22:20,IP Address,100,98,TRUE,8/16/2022 22:20,R_1jvQ8x4MriEkpLu,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,31,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,"Yes, use the responses.",62ea3271cc6c19525f896495
8/16/2022 22:19,8/16/2022 22:21,IP Address,100,87,TRUE,8/16/2022 22:21,R_27qesVPqSeYkAfO,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,30,Male,Someone claiming to be from the Social Security Administration (but wasn't),No,,No,No,"Yes, use the responses.",60c2cc653d0c6208fc8899fc
8/16/2022 22:21,8/16/2022 22:22,IP Address,100,60,TRUE,8/16/2022 22:22,R_3Rszt5R7iT6r6aM,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,21,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",610064ba3420b77bf8f21d0e
8/16/2022 22:20,8/16/2022 22:22,IP Address,100,142,TRUE,8/16/2022 22:22,R_9ADeB1xB6PJmvSN,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",37,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Not Sure,No,"Yes, use the responses.",5e38e79295ff561112eae457
8/16/2022 22:21,8/16/2022 22:23,IP Address,100,95,TRUE,8/16/2022 22:23,R_1Lu4BkL9CuTnRYF,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999","White or Caucasian (Non-Hispanic),Hispanic",Associate degree,22,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",5e573ba5ad27610fa25300aa
8/16/2022 22:23,8/16/2022 22:23,IP Address,100,45,TRUE,8/16/2022 22:23,R_1mQq0AByaeEzZcT,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,29,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,Yes,"Yes, use the responses.",6286d3ac3a161dab706a695c
8/16/2022 22:21,8/16/2022 22:24,IP Address,100,153,TRUE,8/16/2022 22:24,R_3O8lp1oS1ra447W,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",32,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",6294fce0aa6f8d12e0a7cd1e
8/16/2022 22:23,8/16/2022 22:24,IP Address,100,79,TRUE,8/16/2022 22:24,R_2cehGrjS2bYFfRC,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,30,Male,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",612dbe2a26a0d4596f39d477
8/16/2022 22:22,8/16/2022 22:24,IP Address,100,137,TRUE,8/16/2022 22:24,R_00MMArOZ07cPaLL,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Hispanic,Bachelor degree,36,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,"Yes, use the responses.",62faf33e6e81682661c4c64a
8/16/2022 22:20,8/16/2022 22:26,IP Address,100,371,TRUE,8/16/2022 22:26,R_2Y2EZWzR2eUzVnK,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,35,Female,Someone claiming to be from the Social Security Administration (but wasn't),No,,No,No,"Yes, use the responses.",5d4c57f398b7a800018eb77a
8/16/2022 22:26,8/16/2022 22:27,IP Address,100,59,TRUE,8/16/2022 22:27,R_1PRYMcHxZvKRLfg,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,29,Male,"Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",62e4948be9a4d0cc718eeeb8
8/16/2022 22:28,8/16/2022 22:29,IP Address,100,72,TRUE,8/16/2022 22:29,R_6gvmFFwC4CSpkm5,,,,,anonymous,EN,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",18,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",62faf5e959067e5d5fea3b35
8/16/2022 22:28,8/16/2022 22:29,IP Address,100,80,TRUE,8/16/2022 22:29,R_3EsfqBy0QwwiAS6,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,24,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",62f83cb59e7df1ff5d4c5a59
8/16/2022 22:29,8/16/2022 22:31,IP Address,100,116,TRUE,8/16/2022 22:31,R_3J8FrhueHJNMP7T,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",26,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Not Sure,"Yes, use the responses.",6004935e0b98972948f9615f
8/16/2022 22:31,8/16/2022 22:32,IP Address,100,50,TRUE,8/16/2022 22:32,R_2U6gY142PvWlUef,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,23,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",600be42e32909325b20ab5f0
8/16/2022 22:31,8/16/2022 22:33,IP Address,100,85,TRUE,8/16/2022 22:33,R_QhKTLr7vNZA3o3v,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,29,Male,Someone selling fraudulent goods or services,No,,No,Not Sure,"Yes, use the responses.",62efa5c08a94659a311ef7e0
